mol_id,conf_id,scan,wb97m
242,11,-15,0.2503725
242,12,0,0
242,13,15,0.25030975
242,14,30,0.929202
242,15,45,1.91757725
242,16,60,3.0527875
242,17,75,3.95042625
242,18,90,4.26329775
242,19,105,3.8354055
242,20,120,2.88631175
242,21,135,1.82608775
242,22,150,0.994964
242,23,165,0.49817225
242,24,180,0.34142275
243,1,-165,0.99075975
243,2,-150,0.11439325
243,3,-135,0
243,4,-120,0.74967425
243,5,-105,1.75994925
243,6,-90,2.34678725
243,7,-75,2.3775975
243,8,-60,2.347854
243,9,-45,3.007231
243,10,-30,4.78838975
243,11,-15,7.65769625
243,12,0,10.3202415
243,13,15,7.662026
243,14,30,4.78838975
243,15,45,3.0073565
243,16,60,2.347854
243,17,75,2.376217
243,18,90,2.34503025
243,19,105,1.75994925
243,20,120,0.74904675
243,21,135,0
243,22,150,0.11439325
243,23,165,0.99075975
243,24,180,1.62754675
244,1,-165,0.18291625
244,2,-150,0.8442385
244,3,-135,2.0216795
244,4,-120,3.54330425
244,5,-105,4.9234905
244,6,-90,5.48478925
244,7,-75,4.91890975
244,8,-60,3.57706375
244,9,-45,2.06227875
244,10,-30,0.86249875
244,11,-15,0.186995
244,12,0,0.002259
244,13,15,0.186995
244,14,30,0.86400475
244,15,45,2.06227875
244,16,60,3.57681275
244,17,75,4.92317675
244,18,90,5.48478925
244,19,105,4.922863
244,20,120,3.54330425
244,21,135,2.02161675
244,22,150,0.84154025
244,23,165,0.1828535
244,24,180,0
245,1,-165,1.36487525
245,2,-150,1.6082825
245,3,-135,1.7636515
245,4,-120,1.55136825
245,5,-105,0.95825525
245,6,-90,0.36551875
245,7,-75,0
245,8,-60,0.107428
245,9,-45,0.67462525
245,10,-30,1.44193225
245,11,-15,2.17033425
245,12,0,2.45371325
245,13,15,2.1702715
245,14,30,1.421162
245,15,45,0.67475075
245,16,60,0.1075535
245,17,75,0.0691505
245,18,90,0.3675895
245,19,105,0.95988675
245,20,120,1.5513055
245,21,135,1.7603885
245,22,150,1.60558425
245,23,165,1.36374575
245,24,180,1.21954625
246,1,-165,0.02842575
246,2,-150,0.33502225
246,3,-135,1.12303675
246,4,-120,2.250968
246,5,-105,3.2804445
246,6,-90,3.73117775
246,7,-75,3.2967595
246,8,-60,2.2473285
246,9,-45,1.10985925
246,10,-30,0.32523325
246,11,-15,0.026857
246,12,0,0
246,13,15,0.02641775
246,14,30,0.3251705
246,15,45,1.10985925
246,16,60,2.24714025
246,17,75,3.29669675
246,18,90,3.7324955
246,19,105,3.2796915
246,20,120,2.2505915
246,21,135,1.12303675
246,22,150,0.33489675
246,23,165,0.02842575
246,24,180,0.00194525
247,1,-165,5.96125
247,2,-150,6.51075175
247,3,-135,7.69057725
247,4,-120,9.596232
247,5,-105,12.231481
247,6,-90,15.21154125
247,7,-75,11.68925825
247,8,-60,7.73525525
247,9,-45,4.33320125
247,10,-30,1.87214625
247,11,-15,0.453808
247,12,0,0
247,13,15,0.453808
247,14,30,1.8750955
247,15,45,4.33307575
247,16,60,7.745609
247,17,75,11.58114
247,18,90,15.2157455
247,19,105,12.231481
247,20,120,9.59541625
247,21,135,7.69484425
247,22,150,6.51112825
247,23,165,5.96131275
247,24,180,6.00737125
248,1,-165,10.55762475
248,2,-150,5.9305025
248,3,-135,2.70797625
248,4,-120,0.928951
248,5,-105,0.18555175
248,6,-90,0.00282375
248,7,-75,0.20199225
248,8,-60,1.03870075
248,9,-45,2.998948
248,10,-30,6.34571925
248,11,-15,11.0980905
248,12,0,16.481413
248,13,15,11.09099975
248,14,30,6.3499235
248,15,45,2.99901075
248,16,60,1.036128
248,17,75,0.20199225
248,18,90,0
248,19,105,0.18467325
248,20,120,0.9290765
248,21,135,2.70446225
248,22,150,5.91726225
248,23,165,10.5649665
248,24,180,15.47785225
249,1,-165,0.16064
249,2,-150,0.72344475
249,3,-135,1.712573
249,4,-120,2.9749775
249,5,-105,4.12311425
249,6,-90,4.61770975
249,7,-75,4.15925825
249,8,-60,3.0101175
249,9,-45,1.71935
249,10,-30,0.71478525
249,11,-15,0.15518075
249,12,0,0.00018825
249,13,15,0.15518075
249,14,30,0.7149735
249,15,45,1.71953825
249,16,60,3.0096155
249,17,75,4.1594465
249,18,90,4.61758425
249,19,105,4.12298875
249,20,120,2.9742245
249,21,135,1.712573
249,22,150,0.7232565
249,23,165,0.16070275
249,24,180,0
250,1,-165,3.51431375
250,2,-150,2.059957
250,3,-135,1.6153105
250,4,-120,2.0457755
250,5,-105,1.501482
250,6,-90,0.618966
250,7,-75,0.0929955
250,8,-60,0
250,9,-45,0.86199675
250,10,-30,2.06071
250,11,-15,3.006729
250,12,0,3.42646375
250,13,15,3.00955275
250,14,30,2.098109
250,15,45,0.85233325
250,16,60,0.02729625
250,17,75,0.08992075
250,18,90,0.61890325
250,19,105,0.75049
250,20,120,1.1384105
250,21,135,1.91858125
250,22,150,1.1825865
250,23,165,3.04243375
250,24,180,3.3090585
251,1,-165,3.36634925
251,2,-150,2.58222525
251,3,-135,2.089073
251,4,-120,2.04872475
251,5,-105,0.7247625
251,6,-90,0.0809475
251,7,-75,0.00056475
251,8,-60,0.6958975
251,9,-45,1.98861025
251,10,-30,3.48682925
251,11,-15,4.30471275
251,12,0,4.71221125
251,13,15,4.3042735
251,14,30,3.4902805
251,15,45,1.99149675
251,16,60,0.68654775
251,17,75,0
251,18,90,0.08063375
251,19,105,0.72444875
251,20,120,2.06541625
251,21,135,2.0876925
251,22,150,2.5821625
251,23,165,3.366412
251,24,180,3.99284525
252,1,-165,9.00079725
252,2,-150,6.96016725
252,3,-135,4.9792125
252,4,-120,2.36849875
252,5,-105,0.67268
252,6,-90,0.00043925
252,7,-75,0.372735
252,8,-60,1.58450025
252,9,-45,2.41945175
252,10,-30,3.52912275
252,11,-15,4.45932875
252,12,0,5.0208785
252,13,15,4.469306
252,14,30,3.52862075
252,15,45,2.41756925
252,16,60,1.5851905
252,17,75,0.3716055
252,18,90,0
252,19,105,0.67299375
252,20,120,2.3698165
252,21,135,4.972561
252,22,150,6.96016725
252,23,165,9.0009855
252,24,180,9.98371325
253,1,-165,0.00106675
253,2,-150,0.8512665
253,3,-135,2.5118825
253,4,-120,4.726079
253,5,-105,7.07236425
253,6,-90,8.943883
253,7,-75,9.44331025
253,8,-60,9.06605725
253,9,-45,8.83450975
253,10,-30,9.2667945
253,11,-15,10.59150975
253,12,0,12.553765
253,13,15,10.594208
253,14,30,9.26685725
253,15,45,8.83463525
253,16,60,9.06555525
253,17,75,9.445632
253,18,90,8.951162
253,19,105,7.07148575
253,20,120,4.72513775
253,21,135,2.50516825
253,22,150,0.84957225
253,23,165,0
253,24,180,0.00056475
254,1,-165,0.0006275
254,2,-150,0.0822025
254,3,-135,0.586085
254,4,-120,1.4664675
254,5,-105,2.4139925
254,6,-90,2.8783425
254,7,-75,2.468585
254,8,-60,1.5028625
254,9,-45,0.588595
254,10,-30,0.084085
254,11,-15,0.00502
254,12,0,0.0458075
254,13,15,0.003765
254,14,30,0.0834575
254,15,45,0.58734
254,16,60,1.5041175
254,17,75,2.468585
254,18,90,2.87646
254,19,105,2.4139925
254,20,120,1.4664675
254,21,135,0.58483
254,22,150,0.0822025
254,23,165,0
254,24,180,0.0533375
255,1,-165,0.10598475
255,2,-150,0
255,3,-135,0.1690485
255,4,-120,1.805192
255,5,-105,1.3700835
255,6,-90,1.05325875
255,7,-75,1.374978
255,8,-60,1.46050625
255,9,-45,3.132982
255,10,-30,5.27344725
255,11,-15,7.23300425
255,12,0,8.6611315
255,13,15,7.24492675
255,14,30,5.277024
255,15,45,3.1363705
255,16,60,1.4544195
255,17,75,1.358412
255,18,90,1.0194365
255,19,105,1.37190325
255,20,120,1.81278475
255,21,135,0.16672675
255,22,150,0.001004
255,23,165,0.1057965
255,24,180,0.537391
256,1,-165,2.0410065
256,2,-150,1.716087
256,3,-135,1.752231
256,4,-120,1.9172635
256,5,-105,1.85608225
256,6,-90,1.404596
256,7,-75,0.88722225
256,8,-60,0.3467565
256,9,-45,0
256,10,-30,0.22282525
256,11,-15,0.8763665
256,12,0,1.87415425
256,13,15,0.87479775
256,14,30,0.22282525
256,15,45,0.00483175
256,16,60,0.3532825
256,17,75,0.888791
256,18,90,1.40177225
256,19,105,1.85746275
256,20,120,1.91745175
256,21,135,1.7563725
256,22,150,1.716087
256,23,165,2.04257525
256,24,180,2.84477125
257,1,-165,0.3128715
257,2,-150,0.09538
257,3,-135,0.00909875
257,4,-120,0.12719425
257,5,-105,0.30239225
257,6,-90,0.73812825
257,7,-75,0.33828525
257,8,-60,0.11640125
257,9,-45,0.000753
257,10,-30,0.09719975
257,11,-15,0.32887275
257,12,0,0.6825945
257,13,15,0.32874725
257,14,30,0.095129
257,15,45,0
257,16,60,0.1113185
257,17,75,0.338097
257,18,90,0.737689
257,19,105,0.304965
257,20,120,0.12468425
257,21,135,0.0084085
257,22,150,0.09607025
257,23,165,0.31318525
257,24,180,0.67901775
258,1,-165,1.292399
258,2,-150,0.2513765
258,3,-135,6.28E-05
258,4,-120,0.4393755
258,5,-105,1.0515645
258,6,-90,1.3351945
258,7,-75,1.04083425
258,8,-60,0.451047
258,9,-45,0.008032
258,10,-30,0.1933955
258,11,-15,1.180453
258,12,0,2.124715
258,13,15,1.18352775
258,14,30,0.1918895
258,15,45,0.00822025
258,16,60,0.4511725
258,17,75,1.03920275
258,18,90,1.33525725
258,19,105,1.04685825
258,20,120,0.44044225
258,21,135,0
258,22,150,0.251
258,23,165,1.292399
258,24,180,2.1235855
259,1,-165,3.792359
259,2,-150,1.20825125
259,3,-135,0.09569375
259,4,-120,0
259,5,-105,0.488195
259,6,-90,1.301435
259,7,-75,0.5073965
259,8,-60,0.02114675
259,9,-45,0.0673935
259,10,-30,1.057965
259,11,-15,3.2829545
259,12,0,6.74631525
259,13,15,3.284084
259,14,30,1.0578395
259,15,45,0.0668915
259,16,60,0.02114675
259,17,75,0.5073965
259,18,90,1.30137225
259,19,105,0.489199
259,20,120,0.000251
259,21,135,0.0947525
259,22,150,1.206808
259,23,165,3.7922335
259,24,180,7.77604275
260,1,-165,4.540841
260,2,-150,1.67624075
260,3,-135,0.25997325
260,4,-120,0.0064005
260,5,-105,0.27766875
260,6,-90,0.462593
260,7,-75,0.26938575
260,8,-60,0
260,9,-45,0.379763
260,10,-30,2.02914675
260,11,-15,4.953234
260,12,0,7.75997875
260,13,15,4.9553675
260,14,30,2.027829
260,15,45,0.3801395
260,16,60,0
260,17,75,0.26976225
260,18,90,0.46240475
260,19,105,0.278108
260,20,120,0.00633775
260,21,135,0.259785
260,22,150,1.673417
260,23,165,4.54040175
260,24,180,7.76073175
261,1,-165,0.89286975
261,2,-150,1.05564325
261,3,-135,1.79383425
261,4,-120,2.6652435
261,5,-105,3.38542525
261,6,-90,4.00890925
261,7,-75,4.345061
261,8,-60,2.20359175
261,9,-45,0.90629825
261,10,-30,0.16107925
261,11,-15,0
261,12,0,0.2696995
261,13,15,0.0018825
261,14,30,0.1607655
261,15,45,0.91043975
261,16,60,2.204282
261,17,75,4.345061
261,18,90,4.0078425
261,19,105,3.3833545
261,20,120,2.66467875
261,21,135,1.793144
261,22,150,1.0545765
261,23,165,0.89010875
261,24,180,1.2696835
262,1,-165,4.900775
262,2,-150,2.41211
262,3,-135,1.040395
262,4,-120,0.52208
262,5,-105,0.503255
262,6,-90,1.36042
262,7,-75,0.29618
262,8,-60,0.0018825
262,9,-45,0.8941875
262,10,-30,3.0214125
262,11,-15,6.24488
262,12,0,10.4033225
262,13,15,6.2492725
262,14,30,3.0151375
262,15,45,0.89607
262,16,60,0
262,17,75,0.2968075
262,18,90,1.3623025
262,19,105,0.5013725
262,20,120,0.523335
262,21,135,1.0422775
262,22,150,2.410855
262,23,165,4.898265
262,24,180,8.6525975
263,1,-165,4.44025275
263,2,-150,4.4807265
263,3,-135,4.5796205
263,4,-120,4.80144175
263,5,-105,3.91867475
263,6,-90,2.8153415
263,7,-75,1.91556925
263,8,-60,0
263,9,-45,0.14162675
263,10,-30,0.5887205
263,11,-15,1.49589725
263,12,0,2.27537775
263,13,15,1.49238325
263,14,30,0.591858
263,15,45,0.14175225
263,16,60,0.0061495
263,17,75,1.9147535
263,18,90,2.816471
263,19,105,3.91917675
263,20,120,4.80194375
263,21,135,4.575981
263,22,150,4.48116575
263,23,165,4.44113125
263,24,180,4.48003625
264,1,-165,0.12801
264,2,-150,0.628755
264,3,-135,1.30269
264,4,-120,2.035108
264,5,-105,2.662608
264,6,-90,3.108384
264,7,-75,3.4885235
264,8,-60,3.45206575
264,9,-45,3.964294
264,10,-30,4.87197275
264,11,-15,5.7981
264,12,0,6.31710525
264,13,15,5.79879025
264,14,30,4.85703825
264,15,45,3.964294
264,16,60,3.459282
264,17,75,3.48820975
264,18,90,3.11246275
264,19,105,2.660349
264,20,120,2.03692775
264,21,135,1.31354575
264,22,150,0.62593125
264,23,165,0.1281355
264,24,180,0
265,1,-165,0.19094825
265,2,-150,0.78355925
265,3,-135,1.8000465
265,4,-120,3.1002265
265,5,-105,4.24648075
265,6,-90,4.7003515
265,7,-75,4.2613525
265,8,-60,3.17257725
265,9,-45,1.8878965
265,10,-30,0.836332
265,11,-15,0.207326
265,12,0,0
265,13,15,0.20726325
265,14,30,0.836583
265,15,45,1.88783375
265,16,60,3.16818475
265,17,75,4.26141525
265,18,90,4.7003515
265,19,105,4.24660625
265,20,120,3.100352
265,21,135,1.79948175
265,22,150,0.78368475
265,23,165,0.19107375
265,24,180,0.00031375
266,1,-165,1.25154875
266,2,-150,1.99036725
266,3,-135,3.11196075
266,4,-120,2.91655725
266,5,-105,1.99224975
266,6,-90,0.806714
266,7,-75,0.00194525
266,8,-60,0.1140795
266,9,-45,1.18704175
266,10,-30,2.775307
266,11,-15,4.195716
266,12,0,4.919349
266,13,15,4.19226475
266,14,30,2.72629925
266,15,45,1.1740525
266,16,60,0.112699
266,17,75,0
266,18,90,0.8050825
266,19,105,1.98936325
266,20,120,2.9164945
266,21,135,2.87576975
266,22,150,1.99043
266,23,165,1.25230175
266,24,180,0.98975575
267,1,-165,0.0001255
267,2,-150,0.44922725
267,3,-135,2.43777475
267,4,-120,5.974051
267,5,-105,9.75455025
267,6,-90,12.70430225
267,7,-75,9.51120575
267,8,-60,4.97199625
267,9,-45,1.88444525
267,10,-30,0.270578
267,11,-15,0.054718
267,12,0,0.877496
267,13,15,0.051706
267,14,30,0.263299
267,15,45,1.883002
267,16,60,5.007952
267,17,75,9.4638295
267,18,90,12.6934465
267,19,105,9.87352425
267,20,120,5.9892365
267,21,135,2.47442075
267,22,150,0.46089875
267,23,165,0
267,24,180,0.773833
268,1,-165,0.6705465
268,2,-150,1.43126475
268,3,-135,2.50554475
268,4,-120,3.69603775
268,5,-105,4.547116
268,6,-90,4.58382475
268,7,-75,3.78903325
268,8,-60,2.4677065
268,9,-45,1.15127425
268,10,-30,0.2749705
268,11,-15,6.28E-05
268,12,0,0.19923125
268,13,15,0.70029
268,14,30,1.48843
268,15,45,2.589065
268,16,60,3.74711625
268,17,75,4.52785175
268,18,90,4.61570175
268,19,105,3.84776725
268,20,120,2.4491325
268,21,135,1.109922
268,22,150,0.26034975
268,23,165,0
268,24,180,0.1871205
269,1,-165,0.00244725
269,2,-150,0.2471095
269,3,-135,1.03568875
269,4,-120,2.41305125
269,5,-105,4.01857275
269,6,-90,5.184405
269,7,-75,5.67341575
269,8,-60,5.696194
269,9,-45,5.8607245
269,10,-30,6.67829425
269,11,-15,8.28168225
269,12,0,9.76132725
269,13,15,8.2811175
269,14,30,6.67703925
269,15,45,5.86066175
269,16,60,5.696696
269,17,75,5.6744825
269,18,90,5.1827735
269,19,105,4.015247
269,20,120,2.4358295
269,21,135,1.026088
269,22,150,0.21278525
269,23,165,0.0003765
269,24,180,0
270,1,-165,0.1805945
270,2,-150,0.74490525
270,3,-135,1.726629
270,4,-120,3.10455625
270,5,-105,4.748418
270,6,-90,5.05583025
270,7,-75,3.7658785
270,8,-60,2.2756915
270,9,-45,1.31367125
270,10,-30,0.74779175
270,11,-15,0.45048225
270,12,0,0.36024775
270,13,15,0.45048225
270,14,30,0.74904675
270,15,45,1.31279275
270,16,60,2.2739345
270,17,75,3.76751
270,18,90,5.05583025
270,19,105,4.74923375
270,20,120,3.10487
270,21,135,1.728135
270,22,150,0.74490525
270,23,165,0.18228875
270,24,180,0
271,1,-165,1.2438305
271,2,-150,0.83463775
271,3,-135,0.448537
271,4,-120,0.25783975
271,5,-105,0.1856145
271,6,-90,0.04687425
271,7,-75,0.000251
271,8,-60,0.5708995
271,9,-45,1.31768725
271,10,-30,2.3374375
271,11,-15,4.093559
271,12,0,7.8388555
271,13,15,4.09199025
271,14,30,2.33825325
271,15,45,1.31643225
271,16,60,0.571025
271,17,75,0
271,18,90,0.0468115
271,19,105,0.18574
271,20,120,0.25809075
271,21,135,0.448286
271,22,150,0.835077
271,23,165,1.24389325
271,24,180,1.3377045
272,1,-165,5.98189475
272,2,-150,7.43380425
272,3,-135,8.68491375
272,4,-120,7.45852775
272,5,-105,5.182146
272,6,-90,3.50000675
272,7,-75,2.81954575
272,8,-60,3.0337115
272,9,-45,4.309921
272,10,-30,6.5700505
272,11,-15,8.458951
272,12,0,10.8016595
272,13,15,10.149687
272,14,30,6.50397475
272,15,45,3.0435005
272,16,60,0.724637
272,17,75,0
272,18,90,0.5513215
272,19,105,1.1803275
272,20,120,1.5445285
272,21,135,2.2972775
272,22,150,2.65125025
272,23,165,3.18525275
272,24,180,4.62122375
273,1,-165,0.34581525
273,2,-150,1.37918225
273,3,-135,3.02022025
273,4,-120,5.002932
273,5,-105,6.8479075
273,6,-90,7.94986025
273,7,-75,7.983808
273,8,-60,7.37080325
273,9,-45,6.80140975
273,10,-30,6.68343975
273,11,-15,7.02705875
273,12,0,7.33440825
273,13,15,7.03094925
273,14,30,6.68268675
273,15,45,6.80140975
273,16,60,7.371368
273,17,75,7.9839335
273,18,90,7.94986025
273,19,105,6.84872325
273,20,120,5.002932
273,21,135,3.01984375
273,22,150,1.3776135
273,23,165,0.345878
273,24,180,0
274,1,-165,1.83474725
274,2,-150,1.7859905
274,3,-135,1.76559675
274,4,-120,1.55400375
274,5,-105,1.06154175
274,6,-90,0.43542225
274,7,-75,0.2109655
274,8,-60,0.06419325
274,9,-45,0.7408265
274,10,-30,1.96714975
274,11,-15,3.162098
274,12,0,3.65474825
274,13,15,2.9292955
274,14,30,1.5595885
274,15,45,0.433728
274,16,60,0
274,17,75,0.2973095
274,18,90,0.565503
274,19,105,1.22996275
274,20,120,1.6532115
274,21,135,1.88105675
274,22,150,1.87653875
274,23,165,1.88695525
274,24,180,1.89523825
275,1,-165,2.7300015
275,2,-150,1.39599925
275,3,-135,0.92298975
275,4,-120,1.06354975
275,5,-105,1.35747075
275,6,-90,1.2287705
275,7,-75,0.61714625
275,8,-60,6.27E-05
275,9,-45,0.28632825
275,10,-30,1.802431
275,11,-15,4.39858675
275,12,0,7.3303295
275,13,15,4.3873545
275,14,30,1.80086225
275,15,45,0.285136
275,16,60,0
275,17,75,0.61865225
275,18,90,1.22180525
275,19,105,1.35470975
275,20,120,1.06493025
275,21,135,0.92211125
275,22,150,1.3961875
275,23,165,2.73194675
275,24,180,4.3411705
276,1,-165,0.19621925
276,2,-150,0.81204775
276,3,-135,1.87277375
276,4,-120,3.12036925
276,5,-105,4.14080975
276,6,-90,4.57742425
276,7,-75,4.14896725
276,8,-60,3.07104775
276,9,-45,1.790132
276,10,-30,0.753251
276,11,-15,0.175449
276,12,0,0.0011295
276,13,15,0.175449
276,14,30,0.75381575
276,15,45,1.790132
276,16,60,3.070232
276,17,75,4.14896725
276,18,90,4.577487
276,19,105,4.14080975
276,20,120,3.12036925
276,21,135,1.86800475
276,22,150,0.81204775
276,23,165,0.19621925
276,24,180,0
277,1,-165,0.4637225
277,2,-150,1.78429625
277,3,-135,3.751195
277,4,-120,5.97210575
277,5,-105,7.94684825
277,6,-90,9.10082075
277,7,-75,9.2690535
277,8,-60,8.755884
277,9,-45,8.1603865
277,10,-30,7.899472
277,11,-15,8.0338825
277,12,0,8.1972835
277,13,15,8.0338825
277,14,30,7.899472
277,15,45,8.16032375
277,16,60,8.755884
277,17,75,9.2690535
277,18,90,9.10395825
277,19,105,7.946911
277,20,120,5.9874795
277,21,135,3.751195
277,22,150,1.78429625
277,23,165,0.4637225
277,24,180,0
278,1,-165,2.85167375
278,2,-150,4.28457
278,3,-135,6.602806
278,4,-120,9.50342475
278,5,-105,12.418476
278,6,-90,13.70667075
278,7,-75,11.56852725
278,8,-60,8.767179
278,9,-45,5.95089625
278,10,-30,3.811435
278,11,-15,2.5066115
278,12,0,2.02412675
278,13,15,2.43024475
278,14,30,3.8185885
278,15,45,6.13989925
278,16,60,9.32621875
278,17,75,12.81926025
278,18,90,12.06701325
278,19,105,9.15440925
278,20,120,6.1882795
278,21,135,3.668616
278,22,150,1.79948175
278,23,165,0.600141
278,24,180,0
279,1,-165,1.56705575
279,2,-150,0.69872125
279,3,-135,0.2169895
279,4,-120,0.01863675
279,5,-105,0
279,6,-90,0.025602
279,7,-75,0.00533375
279,8,-60,0.063754
279,9,-45,0.34531325
279,10,-30,0.918158
279,11,-15,1.8171145
279,12,0,2.1524505
279,13,15,1.815734
279,14,30,0.918158
279,15,45,0.34531325
279,16,60,0.063754
279,17,75,0.00533375
279,18,90,0.02604125
279,19,105,0
279,20,120,0.01863675
279,21,135,0.2169895
279,22,150,0.69859575
279,23,165,1.56793425
279,24,180,2.15100725
280,1,-165,1.06380075
280,2,-150,1.079551
280,3,-135,1.119209
280,4,-120,1.05752575
280,5,-105,0.808471
280,6,-90,0.3188955
280,7,-75,0.12706875
280,8,-60,0.00069025
280,9,-45,0.59355225
280,10,-30,1.80500375
280,11,-15,3.0555485
280,12,0,3.67545575
280,13,15,3.04463
280,14,30,1.80437625
280,15,45,0.58985
280,16,60,0
280,17,75,0.14426225
280,18,90,0.3141265
280,19,105,0.8108555
280,20,120,1.060475
280,21,135,1.1210915
280,22,150,1.07421725
280,23,165,1.06191825
280,24,180,1.08137075
281,1,-165,0.3708525
281,2,-150,1.4611965
281,3,-135,3.1233185
281,4,-120,4.97136875
281,5,-105,6.45716325
281,6,-90,7.08679675
281,7,-75,6.6912835
281,8,-60,5.5173565
281,9,-45,4.10491675
281,10,-30,2.937704
281,11,-15,2.294391
281,12,0,2.111914
281,13,15,2.294391
281,14,30,2.93764125
281,15,45,4.10504225
281,16,60,5.516729
281,17,75,6.6912835
281,18,90,7.08667125
281,19,105,6.45716325
281,20,120,4.9714315
281,21,135,3.11723175
281,22,150,1.4611965
281,23,165,0.37116625
281,24,180,0
282,1,-165,1.3884065
282,2,-150,0.2471095
282,3,-135,0
282,4,-120,0.61576575
282,5,-105,1.516793
282,6,-90,1.9388495
282,7,-75,1.52551525
282,8,-60,0.62756275
282,9,-45,0.00081575
282,10,-30,0.24867825
282,11,-15,1.3936775
282,12,0,2.3118355
282,13,15,1.39374025
282,14,30,0.24867825
282,15,45,0.00081575
282,16,60,0.62756275
282,17,75,1.52551525
282,18,90,1.93878675
282,19,105,1.516793
282,20,120,0.61576575
282,21,135,0
282,22,150,0.24704675
282,23,165,1.3884065
282,24,180,2.3115845
283,1,-165,0
283,2,-150,0.4110125
283,3,-135,1.57948025
283,4,-120,3.406321
283,5,-105,5.5524965
283,6,-90,7.23902825
283,7,-75,5.470043
283,8,-60,3.35706225
283,9,-45,1.5525605
283,10,-30,0.40668275
283,11,-15,0.0018825
283,12,0,0.64325025
283,13,15,0.0018825
283,14,30,0.40956925
283,15,45,1.555447
283,16,60,3.35706225
283,17,75,5.4694155
283,18,90,7.240848
283,19,105,5.55080225
283,20,120,3.40663475
283,21,135,1.57646825
283,22,150,0.4130205
283,23,165,0.00094125
283,24,180,0.6419325
284,1,-165,0.2486155
284,2,-150,0.923178
284,3,-135,1.672162
284,4,-120,2.84502225
284,5,-105,3.99773975
284,6,-90,4.6119995
284,7,-75,3.80246175
284,8,-60,2.59502625
284,9,-45,1.46527525
284,10,-30,0.60296475
284,11,-15,0.077559
284,12,0,0
284,13,15,0.2310455
284,14,30,0.84969775
284,15,45,1.77036575
284,16,60,3.12451075
284,17,75,5.04453525
284,18,90,4.612376
284,19,105,3.999183
284,20,120,2.83950025
284,21,135,1.6652595
284,22,150,0.92110725
284,23,165,0.25056075
284,24,180,0.00257275
285,1,-165,0.518817
285,2,-150,0.84166575
285,3,-135,1.16671075
285,4,-120,1.22958625
285,5,-105,0.9945875
285,6,-90,0.409632
285,7,-75,0
285,8,-60,0.3678405
285,9,-45,1.59454025
285,10,-30,3.22415775
285,11,-15,4.52873025
285,12,0,5.02370225
285,13,15,4.53023625
285,14,30,3.22033
285,15,45,1.59454025
285,16,60,0.38446925
285,17,75,0.000753
285,18,90,0.410887
285,19,105,0.9880615
285,20,120,1.22895875
285,21,135,1.16671075
285,22,150,0.84078725
285,23,165,0.51887975
285,24,180,0.36363625
286,1,-165,0
286,2,-150,0.14903125
286,3,-135,0.73812825
286,4,-120,1.63771225
286,5,-105,2.443234
286,6,-90,2.707286
286,7,-75,2.36749475
286,8,-60,1.59604625
286,9,-45,0.91257325
286,10,-30,0.639799
286,11,-15,0.71679325
286,12,0,0.81995425
286,13,15,0.71679325
286,14,30,0.63973625
286,15,45,0.91257325
286,16,60,1.59604625
286,17,75,2.36736925
286,18,90,2.707286
286,19,105,2.4433595
286,20,120,1.637524
286,21,135,0.73812825
286,22,150,0.14915675
286,23,165,0
286,24,180,0.0239705
287,1,-165,0.43178275
287,2,-150,1.64310875
287,3,-135,3.38065625
287,4,-120,5.30356725
287,5,-105,6.98978525
287,6,-90,8.01800675
287,7,-75,8.21843025
287,8,-60,7.8483935
287,9,-45,7.42539575
287,10,-30,7.294311
287,11,-15,7.47910975
287,12,0,7.63924775
287,13,15,7.479047
287,14,30,7.294311
287,15,45,7.424831
287,16,60,7.8483935
287,17,75,8.21843025
287,18,90,8.0188225
287,19,105,6.98903225
287,20,120,5.30243775
287,21,135,3.38065625
287,22,150,1.64310875
287,23,165,0.43178275
287,24,180,0
288,1,-165,1.70046225
288,2,-150,1.876978
288,3,-135,1.8690715
288,4,-120,1.47318175
288,5,-105,0.89337175
288,6,-90,0.346631
288,7,-75,0.0008785
288,8,-60,0.09920775
288,9,-45,0.58125325
288,10,-30,1.2930265
288,11,-15,1.93200975
288,12,0,2.1956225
288,13,15,1.93313925
288,14,30,1.2892615
288,15,45,0.58439075
288,16,60,0.1037885
288,17,75,0
288,18,90,0.34656825
288,19,105,0.893309
288,20,120,1.47330725
288,21,135,1.8683185
288,22,150,1.8793625
288,23,165,1.70184275
288,24,180,1.63708475
289,1,-165,0.83332
289,2,-150,0.49001475
289,3,-135,0.225147
289,4,-120,0.032379
289,5,-105,0
289,6,-90,0.147086
289,7,-75,0.33552425
289,8,-60,0.570272
289,9,-45,0.89701125
289,10,-30,1.26911875
289,11,-15,1.64863075
289,12,0,1.9190205
289,13,15,1.6491955
289,14,30,1.27037375
289,15,45,0.897576
289,16,60,0.5693935
289,17,75,0.33552425
289,18,90,0.146333
289,19,105,0.00031375
289,20,120,0.029618
289,21,135,0.2252725
289,22,150,0.49779575
289,23,165,0.824284
289,24,180,1.39185775
290,1,-165,1.00983575
290,2,-150,1.00519225
290,3,-135,0.9250605
290,4,-120,0.565754
290,5,-105,0.00018825
290,6,-90,0.08515175
290,7,-75,1.549423
290,8,-60,2.9589135
290,9,-45,4.27722825
290,10,-30,5.82376475
290,11,-15,6.9857065
290,12,0,7.42012475
290,13,15,6.9852045
290,14,30,5.822447
290,15,45,4.27496925
290,16,60,2.95847425
290,17,75,1.54735225
290,18,90,0.084336
290,19,105,0
