smile,scan,qm_relative_energy,wb97m_relative_energy
c1ccnc(c1)c2ccccn2,130,3.55,2.932238281
c1ccnc(c1)c2ccccn2,140,2.222,1.830216256
c1ccnc(c1)c2ccccn2,150,1.192,0.98510343
c1ccnc(c1)c2ccccn2,160,0.519,0.437323698
c1ccnc(c1)c2ccccn2,170,0.169,0.151748011
c1ccnc(c1)c2ccccn2,180,0,0
CC(=O)c1cccs1,-170,1.169,0.881487021
CC(=O)c1cccs1,-160,1.539,1.252202494
CC(=O)c1cccs1,-150,2.218,1.892844043
CC(=O)c1cccs1,-140,3.194,2.793077671
CC(=O)c1cccs1,-130,4.441,3.907200946
CC(=O)c1cccs1,-120,5.868,5.151708771
CC(=O)c1cccs1,-110,7.345,6.366607387
CC(=O)c1cccs1,-100,8.653,7.306038829
CC(=O)c1cccs1,-90,9.237,7.726078606
CC(=O)c1cccs1,-80,8.463,7.386586222
CC(=O)c1cccs1,-70,6.987,6.307328436
CC(=O)c1cccs1,-60,5.361,4.943946623
CC(=O)c1cccs1,-50,3.854,3.604103427
CC(=O)c1cccs1,-40,2.57,2.414075855
CC(=O)c1cccs1,-30,1.523,1.431838896
CC(=O)c1cccs1,-20,0.713,0.677653227
CC(=O)c1cccs1,-10,0.192,0.184533053
CC(=O)c1cccs1,0,0,0
CC(=O)c1cccs1,10,0.19,0.184524386
CC(=O)c1cccs1,20,0.713,0.677678391
CC(=O)c1cccs1,30,1.523,1.431838896
CC(=O)c1cccs1,40,2.57,2.414075855
CC(=O)c1cccs1,50,3.854,3.604084312
CC(=O)c1cccs1,60,5.361,4.943946623
CC(=O)c1cccs1,70,6.989,6.307296628
CC(=O)c1cccs1,80,8.463,7.386572175
CC(=O)c1cccs1,90,9.237,7.726078606
CC(=O)c1cccs1,100,8.653,7.306083842
CC(=O)c1cccs1,110,7.345,6.366559416
CC(=O)c1cccs1,120,5.868,5.151719169
CC(=O)c1cccs1,130,4.443,3.907249504
CC(=O)c1cccs1,140,3.194,2.793102122
CC(=O)c1cccs1,150,2.218,1.89285343
CC(=O)c1cccs1,160,1.539,1.252207806
CC(=O)c1cccs1,170,1.169,0.88148502
CC(=O)c1cccs1,180,1.059,0.759263892
CC(=O)c1ccco1,-170,0.147,0.146991463
CC(=O)c1ccco1,-160,0.593,0.581477044
CC(=O)c1ccco1,-150,1.366,1.302880121
CC(=O)c1ccco1,-140,2.461,2.301703122
CC(=O)c1ccco1,-130,3.861,3.547186739
CC(=O)c1ccco1,-120,5.51,4.998639687
CC(=O)c1ccco1,-110,7.315,6.556601324
CC(=O)c1ccco1,-100,9.152,8.042290461
CC(=O)c1ccco1,-90,10.677,9.037496539
CC(=O)c1ccco1,-80,9.809,8.853855121
CC(=O)c1ccco1,-70,8.066,7.581590752
CC(=O)c1ccco1,-60,6.27,6.085448776
CC(=O)c1ccco1,-50,4.688,4.671702317
CC(=O)c1ccco1,-40,3.516,3.470370126
CC(=O)c1ccco1,-30,2.591,2.525694752
CC(=O)c1ccco1,-20,1.912,1.835218008
CC(=O)c1ccco1,-10,1.491,1.400828461
CC(=O)c1ccco1,0,1.344,1.247691415
CC(=O)c1ccco1,10,1.491,1.400828461
CC(=O)c1ccco1,20,1.912,1.835218007
CC(=O)c1ccco1,30,2.591,2.525693634
CC(=O)c1ccco1,40,3.516,3.470370126
CC(=O)c1ccco1,50,4.688,4.671702317
CC(=O)c1ccco1,60,6.27,6.085448776
CC(=O)c1ccco1,70,8.066,7.581561962
CC(=O)c1ccco1,80,9.809,8.853868746
CC(=O)c1ccco1,90,10.677,9.037496539
CC(=O)c1ccco1,100,9.152,8.042290461
CC(=O)c1ccco1,110,7.315,6.556601324
CC(=O)c1ccco1,120,5.51,4.998639687
CC(=O)c1ccco1,130,3.861,3.547184966
CC(=O)c1ccco1,140,2.461,2.301705869
CC(=O)c1ccco1,150,1.366,1.302878479
CC(=O)c1ccco1,160,0.593,0.581509198
CC(=O)c1ccco1,170,0.147,0.146991463
CC(=O)c1ccco1,180,0,0
COCO,-170,2.875,2.600760863
COCO,-160,3.274,2.945423273
COCO,-150,3.748,3.34114556
COCO,-140,4.109,3.627511364
COCO,-130,4.197,3.672573309
COCO,-120,3.909,3.398047051
COCO,-110,3.25,2.804475844
COCO,-100,2.332,1.980889081
COCO,-90,1.326,1.098651283
COCO,-80,0.465,0.364241711
COCO,-70,0,0.000188592
COCO,-60,0.163,0.176742605
COCO,-50,0.924,0.932204844
COCO,-40,2.18,2.159927262
COCO,-30,3.756,3.623582093
COCO,-20,5.329,5.040764959
COCO,-10,6.565,6.143617447
COCO,0,7.214,6.71198509
COCO,10,6.565,6.143543752
COCO,20,5.327,5.039202668
COCO,30,3.76,3.62589103
COCO,40,2.18,2.160635261
COCO,50,0.924,0.932999763
COCO,60,0.163,0.176458768
COCO,70,0,0
COCO,80,0.465,0.364031581
COCO,90,1.326,1.098708578
COCO,100,2.33,1.980069387
COCO,110,3.25,2.804684119
COCO,120,3.909,3.397989433
COCO,130,4.195,3.672128759
COCO,140,4.109,3.627244104
COCO,150,3.748,3.341055122
COCO,160,3.274,2.945893009
COCO,170,2.873,2.599772541
COCO,180,2.692,2.438480745
CCCF,-170,0.4,0.360861186
CCCF,-160,1.016,0.862398352
CCCF,-150,1.89,1.557867086
CCCF,-140,2.829,2.291940265
CCCF,-130,3.58,2.851512194
CCCF,-120,3.891,3.047651837
CCCF,-110,3.607,2.810484133
CCCF,-100,2.806,2.18376209
CCCF,-90,1.762,1.364019089
CCCF,-80,0.788,0.569049279
CCCF,-70,0.148,0.053450135
CCCF,-60,0,0.000340567
CCCF,-50,0.432,0.453298074
CCCF,-40,1.357,1.332136526
CCCF,-30,2.589,2.450007694
CCCF,-20,3.844,3.54435475
CCCF,-10,4.791,4.335778662
CCCF,0,5.146,4.619000433
CCCF,10,4.791,4.335322431
CCCF,20,3.846,3.543783683
CCCF,30,2.589,2.450779331
CCCF,40,1.357,1.333721504
CCCF,50,0.432,0.452580027
CCCF,60,0.002,0
CCCF,70,0.148,0.053992868
CCCF,80,0.786,0.568776786
CCCF,90,1.764,1.364857323
CCCF,100,2.806,2.184974621
CCCF,110,3.605,2.810771531
CCCF,120,3.889,3.046997088
CCCF,130,3.58,2.851648748
CCCF,140,2.827,2.291783399
CCCF,150,1.89,1.556721898
CCCF,160,1.016,0.862359127
CCCF,170,0.4,0.360669675
CCCF,180,0.178,0.171839959
c1ccc(cc1)c2ncccn2,-170,0.207,0.208551291
c1ccc(cc1)c2ncccn2,-160,0.392,0.364127854
c1ccc(cc1)c2ncccn2,-150,0.918,0.850773223
c1ccc(cc1)c2ncccn2,-140,1.746,1.647570422
c1ccc(cc1)c2ncccn2,-130,2.83,2.699092134
c1ccc(cc1)c2ncccn2,-120,4.056,3.900080649
c1ccc(cc1)c2ncccn2,-110,5.235,5.040662644
c1ccc(cc1)c2ncccn2,-100,6.272,5.884084735
c1ccc(cc1)c2ncccn2,-90,6.654,6.177236271
c1ccc(cc1)c2ncccn2,-80,6.267,5.87956807
c1ccc(cc1)c2ncccn2,-70,5.26,5.064696206
c1ccc(cc1)c2ncccn2,-60,4.084,3.926432273
c1ccc(cc1)c2ncccn2,-50,2.858,2.724452624
c1ccc(cc1)c2ncccn2,-40,1.759,1.660132903
c1ccc(cc1)c2ncccn2,-30,0.92,0.856197134
c1ccc(cc1)c2ncccn2,-20,0.392,0.364688819
c1ccc(cc1)c2ncccn2,-10,0.235,0.23485827
c1ccc(cc1)c2ncccn2,0,0.001,0.002762758
c1ccc(cc1)c2ncccn2,10,0.235,0.235521192
c1ccc(cc1)c2ncccn2,20,0.392,0.36322119
c1ccc(cc1)c2ncccn2,30,0.92,0.858327737
c1ccc(cc1)c2ncccn2,40,1.759,1.661571717
c1ccc(cc1)c2ncccn2,50,2.858,2.726102711
c1ccc(cc1)c2ncccn2,60,4.084,3.927298936
c1ccc(cc1)c2ncccn2,70,5.262,5.065436128
c1ccc(cc1)c2ncccn2,80,6.267,5.880761108
c1ccc(cc1)c2ncccn2,90,6.652,6.177752773
c1ccc(cc1)c2ncccn2,100,6.274,5.884768755
c1ccc(cc1)c2ncccn2,110,5.235,5.041524317
c1ccc(cc1)c2ncccn2,120,4.056,3.8954515
c1ccc(cc1)c2ncccn2,130,2.83,2.697476875
c1ccc(cc1)c2ncccn2,140,1.746,1.650952306
c1ccc(cc1)c2ncccn2,150,0.918,0.851272758
c1ccc(cc1)c2ncccn2,160,0.392,0.363645055
c1ccc(cc1)c2ncccn2,170,0.207,0.207482048
c1ccc(cc1)c2ncccn2,180,0,0
CC(=O)c1[nH]ccn1,-170,8.751,8.333545779
CC(=O)c1[nH]ccn1,-160,9.276,8.71090272
CC(=O)c1[nH]ccn1,-150,10.102,9.287770147
CC(=O)c1[nH]ccn1,-140,11.156,10.02517444
CC(=O)c1[nH]ccn1,-130,12.352,10.8314009
CC(=O)c1[nH]ccn1,-120,13.603,11.61751107
CC(=O)c1[nH]ccn1,-110,14.75,12.20308608
CC(=O)c1[nH]ccn1,-100,15.463,12.39940272
CC(=O)c1[nH]ccn1,-90,14.989,12.03964686
CC(=O)c1[nH]ccn1,-80,13.101,10.85552687
CC(=O)c1[nH]ccn1,-70,10.573,9.055402922
CC(=O)c1[nH]ccn1,-60,7.963,7.002818594
CC(=O)c1[nH]ccn1,-50,5.564,4.998939776
CC(=O)c1[nH]ccn1,-40,3.555,3.218054906
CC(=O)c1[nH]ccn1,-30,1.963,1.805781622
CC(=O)c1[nH]ccn1,-20,0.837,0.797309718
CC(=O)c1[nH]ccn1,-10,0.191,0.19285225
CC(=O)c1[nH]ccn1,0,0,0
CC(=O)c1[nH]ccn1,10,0.191,0.192663369
CC(=O)c1[nH]ccn1,20,0.835,0.797008158
CC(=O)c1[nH]ccn1,30,1.965,1.807876968
CC(=O)c1[nH]ccn1,40,3.553,3.217781633
CC(=O)c1[nH]ccn1,50,5.57,5.003693621
CC(=O)c1[nH]ccn1,60,7.963,7.002829483
CC(=O)c1[nH]ccn1,70,10.573,9.055905948
CC(=O)c1[nH]ccn1,80,13.101,10.85578893
CC(=O)c1[nH]ccn1,90,14.993,12.04069738
CC(=O)c1[nH]ccn1,100,15.463,12.39801528
CC(=O)c1[nH]ccn1,110,14.75,12.20203904
CC(=O)c1[nH]ccn1,120,13.603,11.61562627
CC(=O)c1[nH]ccn1,130,12.354,10.83266791
CC(=O)c1[nH]ccn1,140,11.156,10.02511231
CC(=O)c1[nH]ccn1,150,10.1,9.28631619
CC(=O)c1[nH]ccn1,160,9.276,8.712641794
CC(=O)c1[nH]ccn1,170,8.753,8.333771859
CC(=O)c1[nH]ccn1,180,8.58,8.205704068
CCN(C)C(=O)C,-170,2.216,2.258002
CCN(C)C(=O)C,-160,1.79,1.820849927
CCN(C)C(=O)C,-150,1.457,1.481615444
CCN(C)C(=O)C,-140,1.18,1.151750244
CCN(C)C(=O)C,-130,0.921,0.840609519
CCN(C)C(=O)C,-120,0.625,0.523607107
CCN(C)C(=O)C,-110,0.36,0.268776327
CCN(C)C(=O)C,-100,0.154,0.093836348
CCN(C)C(=O)C,-90,0.012,0
CCN(C)C(=O)C,-80,0,0.03824161
CCN(C)C(=O)C,-70,0.3,0.38848546
CCN(C)C(=O)C,-60,1.176,1.286459249
CCN(C)C(=O)C,-50,2.607,2.650608787
CCN(C)C(=O)C,-40,4.118,3.979284867
CCN(C)C(=O)C,-30,5.023,4.790718067
CCN(C)C(=O)C,-20,5.692,5.446505036
CCN(C)C(=O)C,-10,6.15,5.890559885
CCN(C)C(=O)C,0,6.372,6.126372092
CCN(C)C(=O)C,10,6.148,5.890562742
CCN(C)C(=O)C,20,5.694,5.446223538
CCN(C)C(=O)C,30,5.023,4.790350823
CCN(C)C(=O)C,40,4.116,3.979142013
CCN(C)C(=O)C,50,2.611,2.652127649
CCN(C)C(=O)C,60,1.178,1.289013223
CCN(C)C(=O)C,70,0.302,0.389306286
CCN(C)C(=O)C,80,0,0.038991196
CCN(C)C(=O)C,90,0.012,0.001436091
CCN(C)C(=O)C,100,0.154,0.093549189
CCN(C)C(=O)C,110,0.36,0.266880875
CCN(C)C(=O)C,120,0.625,0.524223467
CCN(C)C(=O)C,130,0.921,0.840328946
CCN(C)C(=O)C,140,1.18,1.152646497
CCN(C)C(=O)C,150,1.457,1.481066098
CCN(C)C(=O)C,160,1.79,1.822165086
CCN(C)C(=O)C,170,2.216,2.258767431
CCN(C)C(=O)C,180,2.75,2.778386144
C(CO)O,-170,2.925,2.834999987
C(CO)O,-160,3.361,3.235998787
C(CO)O,-150,4.066,3.841235456
C(CO)O,-140,4.892,4.52378971
C(CO)O,-130,5.565,5.05299508
C(CO)O,-120,5.675,4.878191612
C(CO)O,-110,4.941,4.265599976
C(CO)O,-100,3.724,3.249521574
C(CO)O,-90,2.332,2.060250903
C(CO)O,-80,1.075,0.965984828
C(CO)O,-70,0.259,0.207896948
C(CO)O,-60,0,0.0005064
C(CO)O,-50,0.538,0.484606571
C(CO)O,-40,1.782,1.616862609
C(CO)O,-30,3.485,3.152732295
C(CO)O,-20,4.866,3.986597124
C(CO)O,-10,5.806,4.800823859
C(CO)O,0,6.193,5.180079749
C(CO)O,10,5.806,4.800492096
C(CO)O,20,4.866,3.986268937
C(CO)O,30,3.483,3.151959908
C(CO)O,40,1.786,1.618120823
C(CO)O,50,0.54,0.485480876
C(CO)O,60,0,0
C(CO)O,70,0.259,0.207063236
C(CO)O,80,1.071,0.964808288
C(CO)O,90,2.332,2.059946347
C(CO)O,100,3.722,3.249354198
C(CO)O,110,4.941,4.265093799
C(CO)O,120,5.675,4.877843435
C(CO)O,130,5.567,5.053211442
C(CO)O,140,4.892,4.524025064
C(CO)O,150,4.068,3.840883516
C(CO)O,160,3.361,3.235789397
C(CO)O,170,2.927,2.835380186
C(CO)O,180,2.739,2.645248728
CCCC,-170,0.212,0.202610673
CCCC,-160,0.805,0.758303993
CCCC,-150,1.649,1.54245079
CCCC,-140,2.546,2.356645939
CCCC,-130,3.249,2.968539534
CCCC,-120,3.53,3.209089539
CCCC,-110,3.273,3.008690896
CCCC,-100,2.567,2.419200615
CCCC,-90,1.692,1.658091415
CCCC,-80,1.034,1.00071379
CCCC,-70,0.672,0.624399638
CCCC,-60,0.657,0.592811733
CCCC,-50,1.044,0.968788795
CCCC,-40,1.854,1.769460534
CCCC,-30,2.958,2.867391009
CCCC,-20,4.186,4.027331797
CCCC,-10,5.242,4.943844907
CCCC,0,5.651,5.29518958
CCCC,10,5.242,4.944154194
CCCC,20,4.186,4.027025059
CCCC,30,2.958,2.867056239
CCCC,40,1.854,1.769519159
CCCC,50,1.044,0.969210524
CCCC,60,0.657,0.593208071
CCCC,70,0.672,0.624407792
CCCC,80,1.034,1.001212708
CCCC,90,1.692,1.658136446
CCCC,100,2.571,2.420385251
CCCC,110,3.273,3.008879115
CCCC,120,3.53,3.209068805
CCCC,130,3.249,2.968828008
CCCC,140,2.544,2.355950193
CCCC,150,1.651,1.542919116
CCCC,160,0.805,0.75831714
CCCC,170,0.212,0.202414007
CCCC,180,0,0
c1ccc(cc1)c2ccccn2,-170,0.495,0.502736567
c1ccc(cc1)c2ccccn2,-160,0.105,0.142654033
c1ccc(cc1)c2ccccn2,-150,0,0.016040955
c1ccc(cc1)c2ccccn2,-140,0.328,0.164462224
c1ccc(cc1)c2ccccn2,-130,1.007,0.586878677
c1ccc(cc1)c2ccccn2,-120,2.008,1.199416758
c1ccc(cc1)c2ccccn2,-110,3.061,1.879640393
c1ccc(cc1)c2ccccn2,-100,3.883,2.425019846
c1ccc(cc1)c2ccccn2,-90,4.206,2.632698828
c1ccc(cc1)c2ccccn2,-80,3.886,2.422483866
c1ccc(cc1)c2ccccn2,-70,3.055,1.892616464
c1ccc(cc1)c2ccccn2,-60,2.004,1.23104883
c1ccc(cc1)c2ccccn2,-50,1.007,0.603879798
c1ccc(cc1)c2ccccn2,-40,0.334,0.16682607
c1ccc(cc1)c2ccccn2,-30,0.012,1.35E-05
c1ccc(cc1)c2ccccn2,-20,0.134,0.183627706
c1ccc(cc1)c2ccccn2,-10,0.528,0.576928556
c1ccc(cc1)c2ccccn2,0,0.92,0.940161802
c1ccc(cc1)c2ccccn2,10,0.528,0.576747741
c1ccc(cc1)c2ccccn2,20,0.134,0.183627704
c1ccc(cc1)c2ccccn2,30,0.012,0
c1ccc(cc1)c2ccccn2,40,0.334,0.166924358
c1ccc(cc1)c2ccccn2,50,1.007,0.603879799
c1ccc(cc1)c2ccccn2,60,2.004,1.231002781
c1ccc(cc1)c2ccccn2,70,3.055,1.892616464
c1ccc(cc1)c2ccccn2,80,3.886,2.422363788
c1ccc(cc1)c2ccccn2,90,4.206,2.632695491
c1ccc(cc1)c2ccccn2,100,3.883,2.425019845
c1ccc(cc1)c2ccccn2,110,3.061,1.879547964
c1ccc(cc1)c2ccccn2,120,2.008,1.199430324
c1ccc(cc1)c2ccccn2,130,1.007,0.586898828
c1ccc(cc1)c2ccccn2,140,0.328,0.16450168
c1ccc(cc1)c2ccccn2,150,0,0.016040955
c1ccc(cc1)c2ccccn2,160,0.107,0.142654034
c1ccc(cc1)c2ccccn2,170,0.495,0.502736568
c1ccc(cc1)c2ccccn2,180,0.892,0.814913367
c1ccc(cc1)c2ccccc2,-170,2.139,2.156961108
c1ccc(cc1)c2ccccc2,-160,1.047,1.118459217
c1ccc(cc1)c2ccccc2,-150,0.251,0.310728583
c1ccc(cc1)c2ccccc2,-140,0,0
c1ccc(cc1)c2ccccc2,-130,0.26,0.162272687
c1ccc(cc1)c2ccccc2,-120,0.898,0.659296985
c1ccc(cc1)c2ccccc2,-110,1.686,1.295947062
c1ccc(cc1)c2ccccc2,-100,2.341,1.820847512
c1ccc(cc1)c2ccccc2,-90,2.596,2.006362798
c1ccc(cc1)c2ccccc2,-80,2.343,1.82840095
c1ccc(cc1)c2ccccc2,-70,1.687,1.299830408
c1ccc(cc1)c2ccccc2,-60,0.904,0.664924955
c1ccc(cc1)c2ccccc2,-50,0.261,0.162948733
c1ccc(cc1)c2ccccc2,-40,0.01,0.010885234
c1ccc(cc1)c2ccccc2,-30,0.281,0.348343787
c1ccc(cc1)c2ccccc2,-20,1.104,1.198246452
c1ccc(cc1)c2ccccc2,-10,2.208,2.252453722
c1ccc(cc1)c2ccccc2,0,3.105,3.00509897
c1ccc(cc1)c2ccccc2,10,2.208,2.252453722
c1ccc(cc1)c2ccccc2,20,1.104,1.198431527
c1ccc(cc1)c2ccccc2,30,0.281,0.348203149
c1ccc(cc1)c2ccccc2,40,0.01,0.011053698
c1ccc(cc1)c2ccccc2,50,0.261,0.162948733
c1ccc(cc1)c2ccccc2,60,0.904,0.664743377
c1ccc(cc1)c2ccccc2,70,1.687,1.299716939
c1ccc(cc1)c2ccccc2,80,2.343,1.828400949
c1ccc(cc1)c2ccccc2,90,2.596,2.006362798
c1ccc(cc1)c2ccccc2,100,2.341,1.820780267
c1ccc(cc1)c2ccccc2,110,1.686,1.295947063
c1ccc(cc1)c2ccccc2,120,0.898,0.659292452
c1ccc(cc1)c2ccccc2,130,0.26,0.162139408
c1ccc(cc1)c2ccccc2,140,0,5.13E-05
c1ccc(cc1)c2ccccc2,150,0.251,0.310705573
c1ccc(cc1)c2ccccc2,160,1.047,1.118459218
c1ccc(cc1)c2ccccc2,170,2.139,2.156982616
c1ccc(cc1)c2ccccc2,180,2.989,2.869355297
c1ccc(cc1)c2[nH]ccn2,-170,0.152,0
c1ccc(cc1)c2[nH]ccn2,-160,0.123,0.035167452
c1ccc(cc1)c2[nH]ccn2,-150,0.338,0.245104995
c1ccc(cc1)c2[nH]ccn2,-140,0.808,0.678572165
c1ccc(cc1)c2[nH]ccn2,-130,1.496,1.308999458
c1ccc(cc1)c2[nH]ccn2,-120,2.374,2.07978166
c1ccc(cc1)c2[nH]ccn2,-110,3.375,2.856357307
c1ccc(cc1)c2[nH]ccn2,-100,4.15,3.438956773
c1ccc(cc1)c2[nH]ccn2,-90,4.445,3.65662378
c1ccc(cc1)c2[nH]ccn2,-80,4.159,3.438206013
c1ccc(cc1)c2[nH]ccn2,-70,3.395,2.878628964
c1ccc(cc1)c2[nH]ccn2,-60,2.394,2.122051573
c1ccc(cc1)c2[nH]ccn2,-50,1.506,1.352253259
c1ccc(cc1)c2[nH]ccn2,-40,0.802,0.686931563
c1ccc(cc1)c2[nH]ccn2,-30,0.328,0.252973905
c1ccc(cc1)c2[nH]ccn2,-20,0.145,0.115764531
c1ccc(cc1)c2[nH]ccn2,-10,0.233,0.251068774
c1ccc(cc1)c2[nH]ccn2,0,0.337,0.369194931
c1ccc(cc1)c2[nH]ccn2,10,0.233,0.251068772
c1ccc(cc1)c2[nH]ccn2,20,0.145,0.115683712
c1ccc(cc1)c2[nH]ccn2,30,0.328,0.252973904
c1ccc(cc1)c2[nH]ccn2,40,0.802,0.686931565
c1ccc(cc1)c2[nH]ccn2,50,1.506,1.352109712
c1ccc(cc1)c2[nH]ccn2,60,2.396,2.122051574
c1ccc(cc1)c2[nH]ccn2,70,3.393,2.878628964
c1ccc(cc1)c2[nH]ccn2,80,4.157,3.438188265
c1ccc(cc1)c2[nH]ccn2,90,4.443,3.65662378
c1ccc(cc1)c2[nH]ccn2,100,4.152,3.438956773
c1ccc(cc1)c2[nH]ccn2,110,3.377,2.856282813
c1ccc(cc1)c2[nH]ccn2,120,2.374,2.07973454
c1ccc(cc1)c2[nH]ccn2,130,1.496,1.309061531
c1ccc(cc1)c2[nH]ccn2,140,0.808,0.67848977
c1ccc(cc1)c2[nH]ccn2,150,0.338,0.245204174
c1ccc(cc1)c2[nH]ccn2,160,0.123,0.035167737
c1ccc(cc1)c2[nH]ccn2,170,0.152,1.43E-09
c1ccc(cc1)c2[nH]ccn2,180,0,0.258188959
Cn1ccnc1c2ccccc2,-170,1.23,1.456063565
Cn1ccnc1c2ccccc2,-160,0.556,0.718347827
Cn1ccnc1c2ccccc2,-150,0.101,0.175476176
Cn1ccnc1c2ccccc2,-140,0.002,0
Cn1ccnc1c2ccccc2,-130,0.348,0.197370064
Cn1ccnc1c2ccccc2,-120,0.987,0.67721525
Cn1ccnc1c2ccccc2,-110,1.744,1.273191249
Cn1ccnc1c2ccccc2,-100,2.374,1.786330255
Cn1ccnc1c2ccccc2,-90,2.584,1.953405991
Cn1ccnc1c2ccccc2,-80,2.369,1.787612139
Cn1ccnc1c2ccccc2,-70,1.745,1.301301673
Cn1ccnc1c2ccccc2,-60,1.052,0.742658265
Cn1ccnc1c2ccccc2,-50,0.425,0.259691823
Cn1ccnc1c2ccccc2,-40,0.046,0.01364254
Cn1ccnc1c2ccccc2,-30,0.074,0.135067502
Cn1ccnc1c2ccccc2,-20,0.512,0.663662039
Cn1ccnc1c2ccccc2,-10,1.22,1.456688161
Cn1ccnc1c2ccccc2,0,1.852,2.040893087
Cn1ccnc1c2ccccc2,10,1.216,1.454095734
Cn1ccnc1c2ccccc2,20,0.512,0.665976473
Cn1ccnc1c2ccccc2,30,0.074,0.138020458
Cn1ccnc1c2ccccc2,40,0.048,0.015066871
Cn1ccnc1c2ccccc2,50,0.425,0.257531887
Cn1ccnc1c2ccccc2,60,1.052,0.740458465
Cn1ccnc1c2ccccc2,70,1.747,1.30253088
Cn1ccnc1c2ccccc2,80,2.371,1.789645968
Cn1ccnc1c2ccccc2,90,2.584,1.955563848
Cn1ccnc1c2ccccc2,100,2.376,1.788108379
Cn1ccnc1c2ccccc2,110,1.744,1.27301694
Cn1ccnc1c2ccccc2,120,0.987,0.677343026
Cn1ccnc1c2ccccc2,130,0.348,0.198361632
Cn1ccnc1c2ccccc2,140,0,0.000623608
Cn1ccnc1c2ccccc2,150,0.101,0.17462386
Cn1ccnc1c2ccccc2,160,0.556,0.71625898
Cn1ccnc1c2ccccc2,170,1.232,1.455774352
Cn1ccnc1c2ccccc2,180,1.71,1.838389726
c1ccc(cc1)c2ccc[nH]2,-170,0.425,0.401572973
c1ccc(cc1)c2ccc[nH]2,-160,0.087,0.079886194
c1ccc(cc1)c2ccc[nH]2,-150,0.013,7.13E-11
c1ccc(cc1)c2ccc[nH]2,-140,0.245,0.25841054
c1ccc(cc1)c2ccc[nH]2,-130,0.782,0.875220129
c1ccc(cc1)c2ccc[nH]2,-120,1.548,1.716934366
c1ccc(cc1)c2ccc[nH]2,-110,2.438,2.591724267
c1ccc(cc1)c2ccc[nH]2,-100,3.158,3.245266203
c1ccc(cc1)c2ccc[nH]2,-90,3.443,3.484388875
c1ccc(cc1)c2ccc[nH]2,-80,3.162,3.239322467
c1ccc(cc1)c2ccc[nH]2,-70,2.439,2.580818507
c1ccc(cc1)c2ccc[nH]2,-60,1.567,1.715820507
c1ccc(cc1)c2ccc[nH]2,-50,0.789,0.874376322
c1ccc(cc1)c2ccc[nH]2,-40,0.244,0.264665739
c1ccc(cc1)c2ccc[nH]2,-30,0,0.008460893
c1ccc(cc1)c2ccc[nH]2,-20,0.128,0.115297664
c1ccc(cc1)c2ccc[nH]2,-10,0.48,0.462663022
c1ccc(cc1)c2ccc[nH]2,0,0.884,0.780333384
c1ccc(cc1)c2ccc[nH]2,10,0.48,0.462663023
c1ccc(cc1)c2ccc[nH]2,20,0.128,0.115296995
c1ccc(cc1)c2ccc[nH]2,30,0,0.008461196
c1ccc(cc1)c2ccc[nH]2,40,0.244,0.264665739
c1ccc(cc1)c2ccc[nH]2,50,0.789,0.874376322
c1ccc(cc1)c2ccc[nH]2,60,1.567,1.715820507
c1ccc(cc1)c2ccc[nH]2,70,2.441,2.58090814
c1ccc(cc1)c2ccc[nH]2,80,3.162,3.239322467
c1ccc(cc1)c2ccc[nH]2,90,3.443,3.484423156
c1ccc(cc1)c2ccc[nH]2,100,3.158,3.24526614
c1ccc(cc1)c2ccc[nH]2,110,2.438,2.591724267
c1ccc(cc1)c2ccc[nH]2,120,1.548,1.716934365
c1ccc(cc1)c2ccc[nH]2,130,0.782,0.87522013
c1ccc(cc1)c2ccc[nH]2,140,0.245,0.25841054
c1ccc(cc1)c2ccc[nH]2,150,0.013,0
c1ccc(cc1)c2ccc[nH]2,160,0.087,0.079712861
c1ccc(cc1)c2ccc[nH]2,170,0.425,0.401609903
c1ccc(cc1)c2ccc[nH]2,180,0.849,0.723030013
C/C=C/C(C)C,-170,2.266,0.401572973
C/C=C/C(C)C,-160,1.727,0.079886194
C/C=C/C(C)C,-150,1.113,7.13E-11
C/C=C/C(C)C,-140,0.554,0.25841054
C/C=C/C(C)C,-130,0.158,0.875220129
C/C=C/C(C)C,-120,0,1.716934366
C/C=C/C(C)C,-110,0.105,2.591724267
C/C=C/C(C)C,-100,0.462,3.245266203
C/C=C/C(C)C,-90,0.987,3.484388875
C/C=C/C(C)C,-80,1.59,3.239322467
C/C=C/C(C)C,-70,2.146,2.580818507
C/C=C/C(C)C,-60,2.533,1.715820507
C/C=C/C(C)C,-50,2.619,0.874376322
C/C=C/C(C)C,-40,2.334,0.264665739
C/C=C/C(C)C,-30,1.748,0.008460893
C/C=C/C(C)C,-20,1.057,0.115297664
C/C=C/C(C)C,-10,0.555,0.462663022
C/C=C/C(C)C,0,0.374,0.780333384
C/C=C/C(C)C,10,0.466,0.462663023
C/C=C/C(C)C,20,0.808,0.115296995
C/C=C/C(C)C,30,1.351,0.008461196
C/C=C/C(C)C,40,1.981,0.264665739
C/C=C/C(C)C,50,2.419,0.874376322
C/C=C/C(C)C,60,2.577,1.715820507
C/C=C/C(C)C,70,2.502,2.58090814
C/C=C/C(C)C,80,2.176,3.239322467
C/C=C/C(C)C,90,1.602,3.484423156
C/C=C/C(C)C,100,1.012,3.24526614
C/C=C/C(C)C,110,0.587,2.591724267
C/C=C/C(C)C,120,0.38,1.716934365
C/C=C/C(C)C,130,0.444,0.87522013
