mol_id,conf_id,scan,b3lyp_relative_energy,wb97m_relative_energy,MACE_relative_energy
264,3,-135,1.5625,1.30269,2.206
264,4,-120,2.4375,2.035108,3.3678
264,5,-105,3.28125,2.662608,4.3254
264,6,-90,3.90625,3.108384,4.9475
264,7,-75,4.5,3.4885235,5.0894
264,8,-60,4.15625,3.45206575,4.9506
264,9,-45,4.34375,3.964294,5.0774
264,10,-30,4.875,4.87197275,5.5065
264,11,-15,5.5,5.7981,6.115
264,12,0,5.90625,6.31710525,6.5737
264,13,15,5.5,5.79879025,6.1153
264,14,30,4.875,4.85703825,5.5246
264,15,45,4.34375,3.964294,5.0777
264,16,60,4.15625,3.459282,4.9659
264,17,75,4.5,3.48820975,5.0909
264,18,90,3.90625,3.11246275,4.9528
264,19,105,3.28125,2.660349,4.325
264,20,120,2.4375,2.03692775,3.3681
264,21,135,1.5625,1.31354575,2.1747
264,22,150,0.71875,0.62593125,1.017
264,23,165,0.15625,0.1281355,0.1835
264,24,180,0,0,0
265,1,-165,0.28125,0.19094825,0.2329
265,2,-150,1.125,0.78355925,0.8934
265,3,-135,2.5,1.8000465,1.8939
265,4,-120,4.1875,3.1002265,3.0197
265,5,-105,5.78125,4.24648075,3.8494
265,6,-90,6.46875,4.7003515,4.0917
265,7,-75,5.8125,4.2613525,3.8118
265,8,-60,4.28125,3.17257725,2.9928
265,9,-45,2.59375,1.8878965,1.9031
265,10,-30,1.1875,0.836332,0.9087
265,11,-15,0.3125,0.207326,0.24
265,12,0,0,0,0
265,13,15,0.3125,0.20726325,0.24
265,14,30,1.1875,0.836583,0.9087
265,15,45,2.59375,1.88783375,1.9031
265,16,60,4.28125,3.16818475,2.988
265,17,75,5.8125,4.26141525,3.8118
265,18,90,6.46875,4.7003515,4.0917
265,19,105,5.78125,4.24660625,3.8498
265,20,120,4.1875,3.100352,3.0197
265,21,135,2.5,1.79948175,1.8937
265,22,150,1.125,0.78368475,0.8934
265,23,165,0.28125,0.19107375,0.2329
265,24,180,0,0.00031375,0.0004
266,1,-165,0.59375,1.25154875,0.9639
266,2,-150,1.5,1.99036725,1.725
266,3,-135,2.34375,3.11196075,2.668
266,4,-120,2.375,2.91655725,2.8032
266,5,-105,1.46875,1.99224975,1.7097
266,6,-90,0.46875,0.806714,0.6855
266,7,-75,0,0.00194525,0.0026
266,8,-60,0.53125,0.1140795,0.17
266,9,-45,1.9375,1.18704175,1.3227
266,10,-30,3.65625,2.775307,3.1275
266,11,-15,5.125,4.195716,4.7623
266,12,0,5.90625,4.919349,5.5299
266,13,15,5.125,4.19226475,4.7585
266,14,30,3.65625,2.72629925,3.0586
266,15,45,1.9375,1.1740525,1.314
266,16,60,0.53125,0.112699,0.1689
266,17,75,0,0,0
266,18,90,0.46875,0.8050825,0.6244
266,19,105,1.46875,1.98936325,1.7029
266,20,120,2.375,2.9164945,2.8027
266,21,135,2.53125,2.87576975,2.6834
266,22,150,1.46875,1.99043,1.7801
266,23,165,0.59375,1.25230175,0.9654
266,24,180,0.3125,0.98975575,0.6811
267,1,-165,0,0.0001255,0.0001
267,2,-150,0.5625,0.44922725,0.6457
267,3,-135,2.65625,2.43777475,2.7372
267,4,-120,6.09375,5.974051,5.7174
267,5,-105,9.15625,9.75455025,8.6576
267,6,-90,12.25,12.70430225,10.9789
267,7,-75,9.3125,9.51120575,9.1912
267,8,-60,4.9375,4.97199625,5.2214
267,9,-45,1.90625,1.88444525,2.1982
267,10,-30,0.28125,0.270578,0.369
267,11,-15,0.0625,0.054718,0.043
267,12,0,0.71875,0.877496,0.8421
267,13,15,0.0625,0.051706,0.0407
267,14,30,0.28125,0.263299,0.3725
267,15,45,1.90625,1.883002,2.199
267,16,60,4.9375,5.007952,5.243
267,17,75,9.21875,9.4638295,9.1168
267,18,90,12.25,12.6934465,10.9718
267,19,105,9.3125,9.87352425,8.7076
267,20,120,6.0625,5.9892365,5.7362
267,21,135,2.65625,2.47442075,2.7275
267,22,150,0.5625,0.46089875,0.6382
267,23,165,0,0,0
267,24,180,0.625,0.773833,0.7437
268,1,-165,0.9375,0.6705465,0.9317
268,2,-150,2.09375,1.43126475,1.842
268,3,-135,3.65625,2.50554475,2.7806
268,4,-120,5.28125,3.69603775,3.5576
268,5,-105,6.53125,4.547116,4.0447
268,6,-90,6.625,4.58382475,4.0251
268,7,-75,5.34375,3.78903325,3.4003
268,8,-60,3.4375,2.4677065,2.2661
268,9,-45,1.625,1.15127425,1.0833
268,10,-30,0.4375,0.2749705,0.2722
268,11,-15,0,6.28E-05,0.003
268,12,0,0.21875,0.19923125,0.2721
268,13,15,0.9375,0.70029,0.9336
268,14,30,2.09375,1.48843,1.8936
268,15,45,3.65625,2.589065,2.8668
268,16,60,5.34375,3.74711625,3.5753
268,17,75,6.53125,4.52785175,4.0286
268,18,90,6.6875,4.61570175,4.0346
268,19,105,5.40625,3.84776725,3.4546
268,20,120,3.4375,2.4491325,2.3125
268,21,135,1.625,1.109922,1.0785
268,22,150,0.4375,0.26034975,0.2497
268,23,165,0,0,0
268,24,180,0.21875,0.1871205,0.2762
269,1,-165,0.15625,0.00244725,0.0051
269,2,-150,0.78125,0.2471095,0.3947
269,3,-135,2.15625,1.03568875,1.2653
269,4,-120,4.1875,2.41305125,2.6035
269,5,-105,6.28125,4.01857275,3.9813
269,6,-90,7.75,5.184405,4.8758
269,7,-75,8.09375,5.67341575,5.2719
269,8,-60,7.78125,5.696194,5.3513
269,9,-45,7.59375,5.8607245,5.4678
269,10,-30,8.0625,6.67829425,6.1788
269,11,-15,9.34375,8.28168225,7.6408
269,12,0,10.65625,9.76132725,9.0271
269,13,15,9.34375,8.2811175,7.6406
269,14,30,8.0625,6.67703925,6.1773
269,15,45,7.59375,5.86066175,5.4678
269,16,60,7.78125,5.696696,5.3516
269,17,75,8.09375,5.6744825,5.2733
269,18,90,7.75,5.1827735,4.8735
269,19,105,6.28125,4.015247,3.976
269,20,120,4.125,2.4358295,2.5849
269,21,135,2.15625,1.026088,1.26
269,22,150,0.78125,0.21278525,0.3607
269,23,165,0.15625,0.0003765,0.0037
269,24,180,0,0,0
270,1,-165,0.28125,0.1805945,0.2007
270,2,-150,1.09375,0.74490525,0.8016
270,3,-135,2.5,1.726629,1.7757
270,4,-120,4.40625,3.10455625,3.0001
270,5,-105,6.65625,4.748418,4.2537
270,6,-90,7.40625,5.05583025,4.358
270,7,-75,5.71875,3.7658785,3.2458
270,8,-60,3.59375,2.2756915,1.9769
270,9,-45,2.09375,1.31367125,1.1357
270,10,-30,1.125,0.74779175,0.657
270,11,-15,0.59375,0.45048225,0.3917
270,12,0,0.4375,0.36024775,0.3054
270,13,15,0.59375,0.45048225,0.3917
270,14,30,1.125,0.74904675,0.6587
270,15,45,2.09375,1.31279275,1.1345
270,16,60,3.59375,2.2739345,1.9762
270,17,75,5.71875,3.76751,3.2476
270,18,90,7.40625,5.05583025,4.358
270,19,105,6.65625,4.74923375,4.2538
270,20,120,4.40625,3.10487,3.0016
270,21,135,2.5,1.728135,1.7785
270,22,150,1.09375,0.74490525,0.8016
270,23,165,0.28125,0.18228875,0.2025
270,24,180,0,0,0
271,1,-165,0.15625,1.2438305,0.9318
271,2,-150,0.0625,0.83463775,0.5068
271,3,-135,0,0.448537,0.1641
271,4,-120,0.0625,0.25783975,0.0793
271,5,-105,0.125,0.1856145,0.062
271,6,-90,0.0625,0.04687425,0
271,7,-75,0.09375,0.000251,0.0697
271,8,-60,0.5625,0.5708995,0.4854
271,9,-45,1,1.31768725,2.073
271,10,-30,1.96875,2.3374375,3.6071
271,11,-15,3.65625,4.093559,5.5222
271,12,0,6.34375,7.8388555,8.6837
271,13,15,3.65625,4.09199025,5.5198
271,14,30,1.96875,2.33825325,3.609
271,15,45,1,1.31643225,2.071
271,16,60,0.5625,0.571025,0.4854
271,17,75,0.09375,0,0.0697
271,18,90,0.0625,0.0468115,0.0001
271,19,105,0.125,0.18574,0.062
271,20,120,0.0625,0.25809075,0.0793
271,21,135,0,0.448286,0.1641
271,22,150,0.0625,0.835077,0.5077
271,23,165,0.15625,1.24389325,0.9318
271,24,180,0.09375,1.3377045,0.9516
272,1,-165,5.84375,5.98189475,5.2183
272,2,-150,7.1875,7.43380425,6.5577
272,3,-135,8.3125,8.68491375,7.764
272,4,-120,6.65625,7.45852775,7.1866
272,5,-105,4.6875,5.182146,4.8965
272,6,-90,3.46875,3.50000675,3.1545
272,7,-75,3.09375,2.81954575,2.3645
272,8,-60,3.65625,3.0337115,2.3111
272,9,-45,5.28125,4.309921,3.1459
272,10,-30,7.65625,6.5700505,5.3386
272,11,-15,9.59375,8.458951,7.7956
272,12,0,10.53125,10.8016595,10.0977
272,13,15,9.40625,10.149687,8.9848
272,14,30,6.59375,6.50397475,5.8049
272,15,45,3.375,3.0435005,2.89
272,16,60,1.03125,0.724637,0.8157
272,17,75,0,0,0
272,18,90,0.1875,0.5513215,0.5013
272,19,105,0.8125,1.1803275,0.6471
272,20,120,1.03125,1.5445285,1.1198
272,21,135,1.40625,2.2972775,2.1359
272,22,150,2.15625,2.65125025,2.4283
272,23,165,2.90625,3.18525275,2.8062
272,24,180,4.53125,4.62122375,3.8807
273,1,-165,0.40625,0.34581525,0.3328
273,2,-150,1.65625,1.37918225,1.3445
273,3,-135,3.53125,3.02022025,2.9883
273,4,-120,5.8125,5.002932,4.9624
273,5,-105,7.96875,6.8479075,6.7227
273,6,-90,9.34375,7.94986025,7.6968
273,7,-75,9.3125,7.983808,7.7365
273,8,-60,8.4375,7.37080325,7.1249
273,9,-45,7.59375,6.80140975,6.4416
273,10,-30,7.28125,6.68343975,6.0355
273,11,-15,7.53125,7.02705875,6.0147
273,12,0,7.78125,7.33440825,6.1279
273,13,15,7.53125,7.03094925,6.0188
273,14,30,7.28125,6.68268675,6.0348
273,15,45,7.59375,6.80140975,6.4416
273,16,60,8.4375,7.371368,7.1247
273,17,75,9.3125,7.9839335,7.7367
273,18,90,9.34375,7.94986025,7.6968
273,19,105,7.96875,6.84872325,6.7231
273,20,120,5.8125,5.002932,4.9624
273,21,135,3.53125,3.01984375,2.9887
273,22,150,1.65625,1.3776135,1.3431
273,23,165,0.40625,0.345878,0.3328
273,24,180,0,0,0
274,1,-165,1.1875,1.83474725,1.9707
274,2,-150,1.03125,1.7859905,1.7338
274,3,-135,1.0625,1.76559675,1.5279
274,4,-120,1.03125,1.55400375,1.1966
274,5,-105,0.8125,1.06154175,0.9022
274,6,-90,0.5,0.43542225,0.665
274,7,-75,0,0.2109655,0.3976
274,8,-60,0.09375,0.06419325,0
274,9,-45,0.96875,0.7408265,0.2709
274,10,-30,2.34375,1.96714975,1.0797
274,11,-15,3.6875,3.162098,1.7831
274,12,0,4.125,3.65474825,2.1494
274,13,15,3.40625,2.9292955,1.663
274,14,30,2.03125,1.5595885,0.7666
274,15,45,0.75,0.433728,0.1282
274,16,60,0.03125,0,0.0711
274,17,75,0.03125,0.2973095,0.5293
274,18,90,0.59375,0.565503,0.6959
274,19,105,0.90625,1.22996275,1.0086
274,20,120,1.125,1.6532115,1.2979
274,21,135,1.1875,1.88105675,1.5963
274,22,150,1.15625,1.87653875,1.7445
274,23,165,1.25,1.88695525,1.9717
274,24,180,1.375,1.89523825,2.1535
275,1,-165,2.03125,2.7300015,1.6661
275,2,-150,1.09375,1.39599925,0.4634
275,3,-135,1.03125,0.92298975,0.0011
275,4,-120,1.5,1.06354975,0.1278
275,5,-105,2.03125,1.35747075,0.5649
275,6,-90,1.90625,1.2287705,0.6601
275,7,-75,0.90625,0.61714625,0.442
275,8,-60,0,6.27E-05,0.0723
275,9,-45,0.03125,0.28632825,0.333
275,10,-30,1.25,1.802431,1.7463
275,11,-15,3.40625,4.39858675,4.1715
275,12,0,5.65625,7.3303295,7.0134
275,13,15,3.40625,4.3873545,4.1533
275,14,30,1.25,1.80086225,1.7454
275,15,45,0.03125,0.285136,0.3315
275,16,60,0,0,0.0723
275,17,75,0.90625,0.61865225,0.4417
275,18,90,1.90625,1.22180525,0.6506
275,19,105,2.03125,1.35470975,0.563
275,20,120,1.5,1.06493025,0.1289
275,21,135,1.03125,0.92211125,0
275,22,150,1.09375,1.3961875,0.4636
275,23,165,2.03125,2.73194675,1.6689
275,24,180,3.25,4.3411705,3.42
276,1,-165,0.28125,0.19621925,0.2075
276,2,-150,1.0625,0.81204775,0.8436
276,3,-135,2.3125,1.87277375,1.8868
276,4,-120,3.75,3.12036925,3.0297
276,5,-105,4.9375,4.14080975,3.9137
276,6,-90,5.40625,4.57742425,4.3289
276,7,-75,4.9375,4.14896725,3.9597
276,8,-60,3.71875,3.07104775,3.0233
276,9,-45,2.25,1.790132,1.8323
276,10,-30,1.03125,0.753251,0.8005
276,11,-15,0.25,0.175449,0.1917
276,12,0,0,0.0011295,0.0008
276,13,15,0.25,0.175449,0.1917
276,14,30,1.03125,0.75381575,0.8012
276,15,45,2.25,1.790132,1.8323
276,16,60,3.71875,3.070232,3.0231
276,17,75,4.9375,4.14896725,3.9597
276,18,90,5.40625,4.577487,4.3289
276,19,105,4.9375,4.14080975,3.9137
276,20,120,3.75,3.12036925,3.0297
276,21,135,2.3125,1.86800475,1.882
276,22,150,1.0625,0.81204775,0.8436
276,23,165,0.28125,0.19621925,0.2075
276,24,180,0,0,0
277,1,-165,0.5625,0.4637225,0.5041
277,2,-150,2.21875,1.78429625,1.9384
277,3,-135,4.6875,3.751195,4.0605
277,4,-120,7.5,5.97210575,6.3458
277,5,-105,10.0625,7.94684825,8.1623
277,6,-90,11.5625,9.10082075,9.0852
277,7,-75,11.46875,9.2690535,9.1948
277,8,-60,10.40625,8.755884,8.7025
277,9,-45,9.3125,8.1603865,7.982
277,10,-30,8.65625,7.899472,7.4595
277,11,-15,8.53125,8.0338825,7.2447
277,12,0,8.625,8.1972835,7.2002
277,13,15,8.53125,8.0338825,7.2447
277,14,30,8.65625,7.899472,7.4595
277,15,45,9.3125,8.16032375,7.982
277,16,60,10.40625,8.755884,8.7025
277,17,75,11.46875,9.2690535,9.1948
277,18,90,11.5625,9.10395825,9.0889
277,19,105,10.0625,7.946911,8.1623
277,20,120,7.5,5.9874795,6.368
277,21,135,4.6875,3.751195,4.0605
277,22,150,2.21875,1.78429625,1.9384
277,23,165,0.5625,0.4637225,0.5041
277,24,180,0,0,0
278,1,-165,3.46875,2.85167375,2.362
278,2,-150,4.96875,4.28457,3.7179
278,3,-135,7.28125,6.602806,5.9687
278,4,-120,10.28125,9.50342475,8.7546
278,5,-105,13.4375,12.418476,11.6183
278,6,-90,15.25,13.70667075,11.9261
278,7,-75,12.65625,11.56852725,9.6442
278,8,-60,9.28125,8.767179,6.9513
278,9,-45,6.03125,5.95089625,4.2482
278,10,-30,3.59375,3.811435,2.1974
278,11,-15,2.1875,2.5066115,0.9982
278,12,0,1.71875,2.02412675,0.6813
278,13,15,2.21875,2.43024475,1.2548
278,14,30,3.75,3.8185885,2.7638
278,15,45,6.28125,6.13989925,5.1105
278,16,60,9.71875,9.32621875,8.1659
278,17,75,13.59375,12.81926025,11.4233
278,18,90,13.34375,12.06701325,10.8778
278,19,105,10.21875,9.15440925,8.338
278,20,120,6.90625,6.1882795,5.5321
278,21,135,4.03125,3.668616,3.1136
278,22,150,1.875,1.79948175,1.399
278,23,165,0.5625,0.600141,0.3994
278,24,180,0,0,0
279,1,-165,0.625,1.56705575,1.347
279,2,-150,0.25,0.69872125,0.4391
279,3,-135,0,0.2169895,0.0911
279,4,-120,0.03125,0.01863675,0.0114
279,5,-105,0.09375,0,0.0115
279,6,-90,0.125,0.025602,0
279,7,-75,0.0625,0.00533375,0.0187
279,8,-60,0,0.063754,0.0264
279,9,-45,0.0625,0.34531325,0.1684
279,10,-30,0.34375,0.918158,0.6393
279,11,-15,0.65625,1.8171145,1.7261
279,12,0,0.75,2.1524505,2.3036
279,13,15,0.65625,1.815734,1.7275
279,14,30,0.34375,0.918158,0.6393
279,15,45,0.0625,0.34531325,0.1684
279,16,60,0,0.063754,0.0264
279,17,75,0.0625,0.00533375,0.0187
279,18,90,0.125,0.02604125,0.0004
279,19,105,0.09375,0,0.0115
279,20,120,0.03125,0.01863675,0.0114
279,21,135,0,0.2169895,0.0911
279,22,150,0.25,0.69859575,0.4391
279,23,165,0.625,1.56793425,1.3477
279,24,180,0.75,2.15100725,2.302
280,1,-165,0.6875,1.06380075,1.1744
280,2,-150,0.625,1.079551,0.9685
280,3,-135,0.625,1.119209,0.8622
280,4,-120,0.65625,1.05752575,0.697
280,5,-105,0.5625,0.808471,0.4327
280,6,-90,0.46875,0.3188955,0.4106
280,7,-75,0,0.12706875,0.2645
280,8,-60,0.03125,0.00069025,0.0006
280,9,-45,0.8125,0.59355225,0.332
280,10,-30,2.15625,1.80500375,1.1713
280,11,-15,3.46875,3.0555485,2.1382
280,12,0,4.125,3.67545575,2.6429
280,13,15,3.46875,3.04463,2.1319
280,14,30,2.15625,1.80437625,1.1707
280,15,45,0.8125,0.58985,0.3276
280,16,60,0.03125,0,0
280,17,75,0,0.14426225,0.2808
280,18,90,0.46875,0.3141265,0.3596
280,19,105,0.5625,0.8108555,0.4347
280,20,120,0.65625,1.060475,0.6989
280,21,135,0.625,1.1210915,0.864
280,22,150,0.625,1.07421725,0.9631
280,23,165,0.6875,1.06191825,1.1764
280,24,180,0.78125,1.08137075,1.3891
281,1,-165,0.5,0.3708525,0.4014
281,2,-150,1.90625,1.4611965,1.5719
281,3,-135,4,3.1233185,3.3394
281,4,-120,6.40625,4.97136875,5.2771
281,5,-105,8.40625,6.45716325,6.8628
281,6,-90,9.28125,7.08679675,7.6682
281,7,-75,8.6875,6.6912835,7.4668
281,8,-60,7.0625,5.5173565,6.3976
281,9,-45,5.25,4.10491675,4.9669
281,10,-30,3.8125,2.937704,3.6318
281,11,-15,2.96875,2.294391,2.7487
281,12,0,2.75,2.111914,2.4479
281,13,15,2.96875,2.294391,2.7487
281,14,30,3.8125,2.93764125,3.6318
281,15,45,5.25,4.10504225,4.9664
281,16,60,7.0625,5.516729,6.3976
281,17,75,8.6875,6.6912835,7.4668
281,18,90,9.28125,7.08667125,7.6682
281,19,105,8.40625,6.45716325,6.8628
281,20,120,6.40625,4.9714315,5.2771
281,21,135,4.03125,3.11723175,3.3388
281,22,150,1.90625,1.4611965,1.5719
281,23,165,0.5,0.37116625,0.4014
281,24,180,0,0,0
282,1,-165,1.09375,1.3884065,1.1178
282,2,-150,0.09375,0.2471095,0.1719
282,3,-135,0,0,0.0049
282,4,-120,0.78125,0.61576575,0.5434
282,5,-105,1.875,1.516793,1.1566
282,6,-90,2.34375,1.9388495,1.393
282,7,-75,1.875,1.52551525,1.1529
282,8,-60,0.8125,0.62756275,0.5348
282,9,-45,0.03125,0.00081575,0
282,10,-30,0.09375,0.24867825,0.1794
282,11,-15,1.09375,1.3936775,1.132
282,12,0,1.96875,2.3118355,1.9007
282,13,15,1.09375,1.39374025,1.132
282,14,30,0.09375,0.24867825,0.1794
282,15,45,0.03125,0.00081575,0
282,16,60,0.8125,0.62756275,0.5348
282,17,75,1.875,1.52551525,1.1529
282,18,90,2.34375,1.93878675,1.393
282,19,105,1.875,1.516793,1.1566
282,20,120,0.78125,0.61576575,0.5434
282,21,135,0,0,0.0049
282,22,150,0.09375,0.24704675,0.1719
282,23,165,1.09375,1.3884065,1.1178
282,24,180,1.96875,2.3115845,1.9007
283,1,-165,0,0,0
283,2,-150,0.75,0.4110125,0.5342
283,3,-135,2.375,1.57948025,1.8747
283,4,-120,4.75,3.406321,3.8406
283,5,-105,7.5,5.5524965,6.0071
283,6,-90,9.71875,7.23902825,7.5849
283,7,-75,7.375,5.470043,5.9374
283,8,-60,4.625,3.35706225,3.8548
283,9,-45,2.3125,1.5525605,1.9246
283,10,-30,0.71875,0.40668275,0.582
283,11,-15,0,0.0018825,0.0134
283,12,0,0.5,0.64325025,0.6336
283,13,15,0,0.0018825,0.0134
283,14,30,0.71875,0.40956925,0.5872
283,15,45,2.3125,1.555447,1.9252
283,16,60,4.625,3.35706225,3.8548
283,17,75,7.375,5.4694155,5.938
283,18,90,9.71875,7.240848,7.5887
283,19,105,7.5,5.55080225,6.005
283,20,120,4.75,3.40663475,3.8409
283,21,135,2.375,1.57646825,1.8731
283,22,150,0.75,0.4130205,0.5361
283,23,165,0,0.00094125,0.001
283,24,180,0.5,0.6419325,0.6315
284,1,-165,0.8125,0.2486155,0.0619
284,2,-150,1.625,0.923178,0.5615
284,3,-135,1.53125,1.672162,1.7647
284,4,-120,2.75,2.84502225,2.4642
284,5,-105,4.09375,3.99773975,3.1718
284,6,-90,4.8125,4.6119995,3.6053
284,7,-75,3.71875,3.80246175,3.1711
284,8,-60,2.375,2.59502625,2.4322
284,9,-45,1.25,1.46527525,1.7199
284,10,-30,0.40625,0.60296475,1.106
284,11,-15,0,0.077559,0.6685
284,12,0,0.40625,0,0
284,13,15,0.78125,0.2310455,0.034
284,14,30,1.53125,0.84969775,0.4604
284,15,45,2.5,1.77036575,1.2189
284,16,60,3.84375,3.12451075,2.5888
284,17,75,5.75,5.04453525,4.7692
284,18,90,4.8125,4.612376,3.6047
284,19,105,4.09375,3.999183,3.173
284,20,120,2.75,2.83950025,2.4564
284,21,135,1.5,1.6652595,1.7589
284,22,150,1.625,0.92110725,0.555
284,23,165,0.8125,0.25056075,0.0648
284,24,180,0.40625,0.00257275,0.0124
285,1,-165,0.15625,0.518817,0.4878
285,2,-150,0.34375,0.84166575,0.9825
285,3,-135,0.59375,1.16671075,1.4578
285,4,-120,0.71875,1.22958625,1.5676
285,5,-105,0.625,0.9945875,1.2919
285,6,-90,0.21875,0.409632,0.4734
285,7,-75,0,0,0
285,8,-60,0.34375,0.3678405,0.3528
285,9,-45,1.6875,1.59454025,1.4623
285,10,-30,3.34375,3.22415775,3.0937
285,11,-15,4.65625,4.52873025,4.4357
285,12,0,5.125,5.02370225,4.9441
285,13,15,4.65625,4.53023625,4.4375
285,14,30,3.34375,3.22033,3.0899
285,15,45,1.6875,1.59454025,1.4623
285,16,60,0.34375,0.38446925,0.372
285,17,75,0,0.000753,0.0008
285,18,90,0.21875,0.410887,0.4743
285,19,105,0.625,0.9880615,1.3384
285,20,120,0.71875,1.22895875,1.5673
285,21,135,0.59375,1.16671075,1.4576
285,22,150,0.34375,0.84078725,0.9813
285,23,165,0.15625,0.51887975,0.4878
285,24,180,0.25,0.36363625,0.0036
286,1,-165,0.125,0,0
286,2,-150,0.6875,0.14903125,0.2299
286,3,-135,1.75,0.73812825,0.9347
286,4,-120,3.21875,1.63771225,1.874
286,5,-105,4.5625,2.443234,2.6496
286,6,-90,5.125,2.707286,2.9099
286,7,-75,4.5,2.36749475,2.613
286,8,-60,3.15625,1.59604625,1.9397
286,9,-45,1.875,0.91257325,1.3007
286,10,-30,1.09375,0.639799,1.0616
286,11,-15,0.75,0.71679325,1.2212
286,12,0,0.6875,0.81995425,1.3998
286,13,15,0.75,0.71679325,1.2212
286,14,30,1.09375,0.63973625,1.0616
286,15,45,1.875,0.91257325,1.3007
286,16,60,3.15625,1.59604625,1.9397
286,17,75,4.5,2.36736925,2.613
286,18,90,5.125,2.707286,2.9099
286,19,105,4.5625,2.4433595,2.6496
286,20,120,3.21875,1.637524,1.874
286,21,135,1.75,0.73812825,0.9347
286,22,150,0.6875,0.14915675,0.2299
286,23,165,0.125,0,0
286,24,180,0,0.0239705,0.0119
287,1,-165,0.46875,0.43178275,0.4332
287,2,-150,1.78125,1.64310875,1.6431
287,3,-135,3.65625,3.38065625,3.3718
287,4,-120,5.71875,5.30356725,5.2355
287,5,-105,7.5625,6.98978525,6.7778
287,6,-90,8.75,8.01800675,7.6711
287,7,-75,8.9375,8.21843025,7.8308
287,8,-60,8.4375,7.8483935,7.4688
287,9,-45,7.84375,7.42539575,6.96
287,10,-30,7.59375,7.294311,6.6128
287,11,-15,7.65625,7.47910975,6.5125
287,12,0,7.75,7.63924775,6.5216
287,13,15,7.65625,7.479047,6.5125
287,14,30,7.59375,7.294311,6.6128
287,15,45,7.84375,7.424831,6.9593
287,16,60,8.4375,7.8483935,7.4688
287,17,75,8.9375,8.21843025,7.8308
287,18,90,8.75,8.0188225,7.6717
287,19,105,7.5625,6.98903225,6.7764
287,20,120,5.71875,5.30243775,5.235
287,21,135,3.65625,3.38065625,3.3718
287,22,150,1.78125,1.64310875,1.6431
287,23,165,0.46875,0.43178275,0.4332
287,24,180,0,0,0
288,1,-165,1.6875,1.70046225,1.7793
288,2,-150,1.75,1.876978,1.9666
288,3,-135,1.59375,1.8690715,2.044
288,4,-120,1.21875,1.47318175,1.7139
288,5,-105,0.78125,0.89337175,1.129
288,6,-90,0.3125,0.346631,0.4832
288,7,-75,0,0.0008785,0.0211
288,8,-60,0.09375,0.09920775,0
288,9,-45,0.5625,0.58125325,0.4026
288,10,-30,1.25,1.2930265,1.1029
288,11,-15,1.9375,1.93200975,1.7668
288,12,0,2.21875,2.1956225,2.0307
288,13,15,1.9375,1.93313925,1.7679
288,14,30,1.25,1.2892615,1.0831
288,15,45,0.53125,0.58439075,0.4215
288,16,60,0.09375,0.1037885,0.0047
288,17,75,0,0,0.0205
288,18,90,0.3125,0.34656825,0.4832
288,19,105,0.78125,0.893309,1.129
288,20,120,1.21875,1.47330725,1.7141
288,21,135,1.59375,1.8683185,2.043
288,22,150,1.75,1.8793625,1.9717
288,23,165,1.6875,1.70184275,1.7806
288,24,180,1.65625,1.63708475,1.5037
289,1,-165,1.71875,0.83332,1.1072
289,2,-150,1.125,0.49001475,0.7266
289,3,-135,0.65625,0.225147,0.4137
289,4,-120,0.3125,0.032379,0.1514
289,5,-105,0.0625,0,0.006
289,6,-90,0,0.147086,0.0012
289,7,-75,0.15625,0.33552425,0.3016
289,8,-60,0.40625,0.570272,0.73
289,9,-45,0.84375,0.89701125,0.9706
289,10,-30,1.34375,1.26911875,1.167
289,11,-15,1.875,1.64863075,1.3281
289,12,0,2.3125,1.9190205,1.4118
289,13,15,1.875,1.6491955,1.3285
289,14,30,1.34375,1.27037375,1.169
289,15,45,0.84375,0.897576,0.972
289,16,60,0.40625,0.5693935,0.729
289,17,75,0.15625,0.33552425,0.3016
289,18,90,0,0.146333,0
289,19,105,0.0625,0.00031375,0.0062
289,20,120,0.3125,0.029618,0.1487
289,21,135,0.65625,0.2252725,0.4166
289,22,150,1.125,0.49779575,0.7316
289,23,165,1.71875,0.824284,1.0985
289,24,180,2.40625,1.39185775,1.6197
290,1,-165,0.6875,1.00983575,0.9694
290,2,-150,0.5625,1.00519225,0.9654
290,3,-135,0.4375,0.9250605,0.8127
290,4,-120,0.25,0.565754,0.4487
290,5,-105,0,0.00018825,0
290,6,-90,0.3125,0.08515175,0.2848
290,7,-75,1.75,1.549423,2.0191
290,8,-60,3.25,2.9589135,3.2933
290,9,-45,4.4375,4.27722825,4.8025
290,10,-30,5.875,5.82376475,6.1948
290,11,-15,6.9375,6.9857065,7.1895
290,12,0,7.375,7.42012475,7.5049
290,13,15,6.9375,6.9852045,7.1905
290,14,30,5.875,5.822447,6.1937
290,15,45,4.4375,4.27496925,4.798
290,16,60,3.25,2.95847425,3.2928
290,17,75,1.75,1.54735225,2.0166
290,18,90,0.3125,0.084336,0.2846
290,19,105,0,0,0
290,20,120,0.25,0.56556575,0.4485
290,21,135,0.4375,0.9217975,0.8095
290,22,150,0.5625,1.00531775,0.9654
290,23,165,0.6875,1.00945925,0.9694
290,24,180,0.75,1.02589975,0.8812
291,1,-165,0.28125,0.3409835,0.1511
291,2,-150,0.5,0.64400325,0.264
291,3,-135,0.84375,0.976892,0.4317
291,4,-120,0.875,1.0043765,0.5086
291,5,-105,0.5,0.573535,0.332
291,6,-90,0,0.0184485,0
291,7,-75,0.125,0,0.261
