mol_id,conf_id,scan,b3lyp_relative_energy,wb97m_relative_energy,resff_relative_energy
261,2,-150,2.34375,1.05564325,0.8330078
261,3,-135,3.5,1.79383425,1.3134766
261,4,-120,4.8125,2.6652435,2.1044922
261,5,-105,5.8125,3.38542525,2.6914062
261,6,-90,6.28125,4.00890925,3.1982422
261,7,-75,5.90625,4.345061,3.5292969
261,8,-60,3.8125,2.20359175,1.4667969
261,9,-45,1.90625,0.90629825,0.4560547
261,10,-30,0.625,0.16107925,0.002929688
261,11,-15,0,0,0.15332031
261,12,0,0.0625,0.2696995,0.5332031
261,13,15,0,0.0018825,0.16113281
261,14,30,0.625,0.1607655,0
261,15,45,1.90625,0.91043975,0.45703125
261,16,60,3.8125,2.204282,1.4638672
261,17,75,5.90625,4.345061,3.5292969
261,18,90,6.28125,4.0078425,3.194336
261,19,105,5.8125,3.3833545,2.6826172
261,20,120,4.8125,2.66467875,2.1054688
261,21,135,3.5,1.793144,1.3095703
261,22,150,2.34375,1.0545765,0.828125
261,23,165,1.9375,0.89010875,0.9941406
261,24,180,2.21875,1.2696835,1.5898438
262,1,-165,3.875,4.900775,4.881836
262,2,-150,1.5,2.41211,2.2998047
262,3,-135,0.3125,1.040395,0.8857422
262,4,-120,0,0.52208,0.33203125
262,5,-105,0.25,0.503255,0.18164062
262,6,-90,0.875,1.36042,0.8691406
262,7,-75,0.125,0.29618,0
262,8,-60,0,0.0018825,0.11425781
262,9,-45,0.875,0.8941875,1.2851562
262,10,-30,2.8125,3.0214125,3.6113281
262,11,-15,5.8125,6.24488,6.9414062
262,12,0,9.6875,10.4033225,10.931641
262,13,15,5.8125,6.2492725,6.958008
262,14,30,2.8125,3.0151375,3.616211
262,15,45,0.875,0.89607,1.2832031
262,16,60,0,0,0.10449219
262,17,75,0.125,0.2968075,0.005859375
262,18,90,0.875,1.3623025,0.8652344
262,19,105,0.25,0.5013725,0.17089844
262,20,120,0,0.523335,0.32617188
262,21,135,0.3125,1.0422775,0.8828125
262,22,150,1.5,2.410855,2.3007812
262,23,165,3.875,4.898265,4.8808594
262,24,180,7.4375,8.6525975,8.333008
263,1,-165,4.25,4.44025275,3.9326172
263,2,-150,4.28125,4.4807265,4.213867
263,3,-135,4.375,4.5796205,4.5166016
263,4,-120,4.21875,4.80144175,5.055664
263,5,-105,3.40625,3.91867475,4.4384766
263,6,-90,2.53125,2.8153415,3.5595703
263,7,-75,1.90625,1.91556925,3.2363281
263,8,-60,0,0,0
263,9,-45,0.59375,0.14162675,0.24804688
263,10,-30,1.40625,0.5887205,0.8066406
263,11,-15,2.34375,1.49589725,1.4492188
263,12,0,3,2.27537775,2.0654297
263,13,15,2.34375,1.49238325,1.4482422
263,14,30,1.40625,0.591858,0.8105469
263,15,45,0.59375,0.14175225,0.24902344
263,16,60,0,0.0061495,0.006835938
263,17,75,1.90625,1.9147535,3.2324219
263,18,90,2.53125,2.816471,3.5634766
263,19,105,3.40625,3.91917675,4.439453
263,20,120,4.21875,4.80194375,5.055664
263,21,135,4.375,4.575981,4.513672
263,22,150,4.28125,4.48116575,4.213867
263,23,165,4.25,4.44113125,3.930664
263,24,180,4.28125,4.48003625,3.819336
264,1,-165,0.15625,0.12801,0.001953125
264,2,-150,0.71875,0.628755,0.37109375
264,3,-135,1.5625,1.30269,1.3066406
264,4,-120,2.4375,2.035108,2.2949219
264,5,-105,3.28125,2.662608,2.9804688
264,6,-90,3.90625,3.108384,3.4863281
264,7,-75,4.5,3.4885235,3.8164062
264,8,-60,4.15625,3.45206575,4.1523438
264,9,-45,4.34375,3.964294,4.5976562
264,10,-30,4.875,4.87197275,5.0410156
264,11,-15,5.5,5.7981,5.390625
264,12,0,5.90625,6.31710525,5.640625
264,13,15,5.5,5.79879025,5.392578
264,14,30,4.875,4.85703825,5.0703125
264,15,45,4.34375,3.964294,4.5996094
264,16,60,4.15625,3.459282,4.169922
264,17,75,4.5,3.48820975,3.8222656
264,18,90,3.90625,3.11246275,3.5019531
264,19,105,3.28125,2.660349,2.9785156
264,20,120,2.4375,2.03692775,2.296875
264,21,135,1.5625,1.31354575,1.2265625
264,22,150,0.71875,0.62593125,0.37109375
264,23,165,0.15625,0.1281355,0
264,24,180,0,0,0.02734375
265,1,-165,0.28125,0.19094825,0.2626953
265,2,-150,1.125,0.78355925,1.0146484
265,3,-135,2.5,1.8000465,2.1728516
265,4,-120,4.1875,3.1002265,3.5185547
265,5,-105,5.78125,4.24648075,4.696289
265,6,-90,6.46875,4.7003515,5.1845703
265,7,-75,5.8125,4.2613525,4.729492
265,8,-60,4.28125,3.17257725,3.553711
265,9,-45,2.59375,1.8878965,2.1953125
265,10,-30,1.1875,0.836332,1.0371094
265,11,-15,0.3125,0.207326,0.2705078
265,12,0,0,0,0
265,13,15,0.3125,0.20726325,0.2705078
265,14,30,1.1875,0.836583,1.0380859
265,15,45,2.59375,1.88783375,2.1933594
265,16,60,4.28125,3.16818475,3.5488281
265,17,75,5.8125,4.26141525,4.729492
265,18,90,6.46875,4.7003515,5.1845703
265,19,105,5.78125,4.24660625,4.6992188
265,20,120,4.1875,3.100352,3.5185547
265,21,135,2.5,1.79948175,2.1699219
265,22,150,1.125,0.78368475,1.0146484
265,23,165,0.28125,0.19107375,0.2626953
265,24,180,0,0.00031375,0.000976563
266,1,-165,0.59375,1.25154875,1.4335938
266,2,-150,1.5,1.99036725,1.7675781
266,3,-135,2.34375,3.11196075,2.671875
266,4,-120,2.375,2.91655725,2.6757812
266,5,-105,1.46875,1.99224975,1.7998047
266,6,-90,0.46875,0.806714,0.88964844
266,7,-75,0,0.00194525,0.001953125
266,8,-60,0.53125,0.1140795,0.005859375
266,9,-45,1.9375,1.18704175,0.91015625
266,10,-30,3.65625,2.775307,2.4960938
266,11,-15,5.125,4.195716,4.211914
266,12,0,5.90625,4.919349,5.223633
266,13,15,5.125,4.19226475,4.1953125
266,14,30,3.65625,2.72629925,2.4492188
266,15,45,1.9375,1.1740525,0.8857422
266,16,60,0.53125,0.112699,0.00390625
266,17,75,0,0,0
266,18,90,0.46875,0.8050825,0.8730469
266,19,105,1.46875,1.98936325,1.7949219
266,20,120,2.375,2.9164945,2.6679688
266,21,135,2.53125,2.87576975,2.8173828
266,22,150,1.46875,1.99043,2.1035156
266,23,165,0.59375,1.25230175,1.4404297
266,24,180,0.3125,0.98975575,1.1386719
267,1,-165,0,0.0001255,0.13574219
267,2,-150,0.5625,0.44922725,0.8076172
267,3,-135,2.65625,2.43777475,2.2773438
267,4,-120,6.09375,5.974051,5.173828
267,5,-105,9.15625,9.75455025,13.120117
267,6,-90,12.25,12.70430225,15.885742
267,7,-75,9.3125,9.51120575,8.74707
267,8,-60,4.9375,4.97199625,4.5771484
267,9,-45,1.90625,1.88444525,1.9951172
267,10,-30,0.28125,0.270578,0.68359375
267,11,-15,0.0625,0.054718,0
267,12,0,0.71875,0.877496,0.041992188
267,13,15,0.0625,0.051706,0.00390625
267,14,30,0.28125,0.263299,0.67285156
267,15,45,1.90625,1.883002,2.0019531
267,16,60,4.9375,5.007952,4.6191406
267,17,75,9.21875,9.4638295,8.801758
267,18,90,12.25,12.6934465,15.880859
267,19,105,9.3125,9.87352425,12.96582
267,20,120,6.0625,5.9892365,5.1904297
267,21,135,2.65625,2.47442075,2.2939453
267,22,150,0.5625,0.46089875,0.8095703
267,23,165,0,0,0.12695312
267,24,180,0.625,0.773833,0
268,1,-165,0.9375,0.6705465,0.79589844
268,2,-150,2.09375,1.43126475,1.3505859
268,3,-135,3.65625,2.50554475,1.9824219
268,4,-120,5.28125,3.69603775,2.616211
268,5,-105,6.53125,4.547116,3.0322266
268,6,-90,6.625,4.58382475,3.015625
268,7,-75,5.34375,3.78903325,2.5205078
268,8,-60,3.4375,2.4677065,1.5537109
268,9,-45,1.625,1.15127425,0.62402344
268,10,-30,0.4375,0.2749705,0.078125
268,11,-15,0,6.28E-05,0.002929688
268,12,0,0.21875,0.19923125,0.31835938
268,13,15,0.9375,0.70029,0.80566406
268,14,30,2.09375,1.48843,1.4072266
268,15,45,3.65625,2.589065,2.0566406
268,16,60,5.34375,3.74711625,2.6230469
268,17,75,6.53125,4.52785175,3.0292969
268,18,90,6.6875,4.61570175,2.9970703
268,19,105,5.40625,3.84776725,2.5605469
268,20,120,3.4375,2.4491325,1.5878906
268,21,135,1.625,1.109922,0.60546875
268,22,150,0.4375,0.26034975,0.0625
268,23,165,0,0,0
268,24,180,0.21875,0.1871205,0.3154297
269,1,-165,0.15625,0.00244725,0.07324219
269,2,-150,0.78125,0.2471095,0.2998047
269,3,-135,2.15625,1.03568875,1.0791016
269,4,-120,4.1875,2.41305125,2.2861328
269,5,-105,6.28125,4.01857275,3.5664062
269,6,-90,7.75,5.184405,4.4248047
269,7,-75,8.09375,5.67341575,4.7460938
269,8,-60,7.78125,5.696194,4.7939453
269,9,-45,7.59375,5.8607245,4.9365234
269,10,-30,8.0625,6.67829425,5.701172
269,11,-15,9.34375,8.28168225,7.1035156
269,12,0,10.65625,9.76132725,8.001953
269,13,15,9.34375,8.2811175,7.111328
269,14,30,8.0625,6.67703925,5.7001953
269,15,45,7.59375,5.86066175,4.9345703
269,16,60,7.78125,5.696696,4.7890625
269,17,75,8.09375,5.6744825,4.7441406
269,18,90,7.75,5.1827735,4.421875
269,19,105,6.28125,4.015247,3.5615234
269,20,120,4.125,2.4358295,2.2714844
269,21,135,2.15625,1.026088,1.0722656
269,22,150,0.78125,0.21278525,0.33007812
269,23,165,0.15625,0.0003765,0.06640625
269,24,180,0,0,0
270,1,-165,0.28125,0.1805945,0.24316406
270,2,-150,1.09375,0.74490525,0.9033203
270,3,-135,2.5,1.726629,1.9609375
270,4,-120,4.40625,3.10455625,3.3154297
270,5,-105,6.65625,4.748418,4.685547
270,6,-90,7.40625,5.05583025,4.7148438
270,7,-75,5.71875,3.7658785,3.1464844
270,8,-60,3.59375,2.2756915,2.2548828
270,9,-45,2.09375,1.31367125,1.3408203
270,10,-30,1.125,0.74779175,0.79003906
270,11,-15,0.59375,0.45048225,0.43164062
270,12,0,0.4375,0.36024775,0.29296875
270,13,15,0.59375,0.45048225,0.43164062
270,14,30,1.125,0.74904675,0.7861328
270,15,45,2.09375,1.31279275,1.3427734
270,16,60,3.59375,2.2739345,2.2558594
270,17,75,5.71875,3.76751,3.1484375
270,18,90,7.40625,5.05583025,4.7148438
270,19,105,6.65625,4.74923375,4.6904297
270,20,120,4.40625,3.10487,3.319336
270,21,135,2.5,1.728135,1.9697266
270,22,150,1.09375,0.74490525,0.90527344
270,23,165,0.28125,0.18228875,0.24609375
270,24,180,0,0,0
271,1,-165,0.15625,1.2438305,1.78125
271,2,-150,0.0625,0.83463775,1.4755859
271,3,-135,0,0.448537,1.1953125
271,4,-120,0.0625,0.25783975,0.9736328
271,5,-105,0.125,0.1856145,0.69628906
271,6,-90,0.0625,0.04687425,0.3671875
271,7,-75,0.09375,0.000251,0
271,8,-60,0.5625,0.5708995,0.40820312
271,9,-45,1,1.31768725,1.8476562
271,10,-30,1.96875,2.3374375,2.9414062
271,11,-15,3.65625,4.093559,4.720703
271,12,0,6.34375,7.8388555,8.259766
271,13,15,3.65625,4.09199025,4.7265625
271,14,30,1.96875,2.33825325,2.944336
271,15,45,1,1.31643225,1.8388672
271,16,60,0.5625,0.571025,0.40722656
271,17,75,0.09375,0,0
271,18,90,0.0625,0.0468115,0.37109375
271,19,105,0.125,0.18574,0.6953125
271,20,120,0.0625,0.25809075,0.97265625
271,21,135,0,0.448286,1.1953125
271,22,150,0.0625,0.835077,1.4814453
271,23,165,0.15625,1.24389325,1.78125
271,24,180,0.09375,1.3377045,1.7646484
272,1,-165,5.84375,5.98189475,5.970703
272,2,-150,7.1875,7.43380425,7.7714844
272,3,-135,8.3125,8.68491375,8.9609375
272,4,-120,6.65625,7.45852775,9.15625
272,5,-105,4.6875,5.182146,6.5273438
272,6,-90,3.46875,3.50000675,4.390625
272,7,-75,3.09375,2.81954575,3.3300781
272,8,-60,3.65625,3.0337115,3.7304688
272,9,-45,5.28125,4.309921,5.1992188
272,10,-30,7.65625,6.5700505,7.3945312
272,11,-15,9.59375,8.458951,9.923828
272,12,0,10.53125,10.8016595,10.455078
272,13,15,9.40625,10.149687,8.964844
272,14,30,6.59375,6.50397475,5.935547
272,15,45,3.375,3.0435005,3.3710938
272,16,60,1.03125,0.724637,1.0585938
272,17,75,0,0,0
272,18,90,0.1875,0.5513215,0.47265625
272,19,105,0.8125,1.1803275,1.0546875
272,20,120,1.03125,1.5445285,1.8359375
272,21,135,1.40625,2.2972775,2.7109375
272,22,150,2.15625,2.65125025,2.3222656
272,23,165,2.90625,3.18525275,2.703125
272,24,180,4.53125,4.62122375,4.330078
273,1,-165,0.40625,0.34581525,0.24511719
273,2,-150,1.65625,1.37918225,0.98339844
273,3,-135,3.53125,3.02022025,2.25
273,4,-120,5.8125,5.002932,3.8222656
273,5,-105,7.96875,6.8479075,5.265625
273,6,-90,9.34375,7.94986025,6.0166016
273,7,-75,9.3125,7.983808,6.296875
273,8,-60,8.4375,7.37080325,5.9960938
273,9,-45,7.59375,6.80140975,5.533203
273,10,-30,7.28125,6.68343975,5.5371094
273,11,-15,7.53125,7.02705875,5.970703
273,12,0,7.78125,7.33440825,6.243164
273,13,15,7.53125,7.03094925,5.9746094
273,14,30,7.28125,6.68268675,5.5302734
273,15,45,7.59375,6.80140975,5.533203
273,16,60,8.4375,7.371368,5.9990234
273,17,75,9.3125,7.9839335,6.298828
273,18,90,9.34375,7.94986025,6.0166016
273,19,105,7.96875,6.84872325,5.270508
273,20,120,5.8125,5.002932,3.8222656
273,21,135,3.53125,3.01984375,2.25
273,22,150,1.65625,1.3776135,0.9863281
273,23,165,0.40625,0.345878,0.24511719
273,24,180,0,0,0
274,1,-165,1.1875,1.83474725,2.2382812
274,2,-150,1.03125,1.7859905,1.9648438
274,3,-135,1.0625,1.76559675,1.8457031
274,4,-120,1.03125,1.55400375,1.6425781
274,5,-105,0.8125,1.06154175,1.2382812
274,6,-90,0.5,0.43542225,0.7402344
274,7,-75,0,0.2109655,0.47851562
274,8,-60,0.09375,0.06419325,0
274,9,-45,0.96875,0.7408265,0.25390625
274,10,-30,2.34375,1.96714975,1.4433594
274,11,-15,3.6875,3.162098,2.6699219
274,12,0,4.125,3.65474825,3.2597656
274,13,15,3.40625,2.9292955,2.7675781
274,14,30,2.03125,1.5595885,1.5136719
274,15,45,0.75,0.433728,0.47265625
274,16,60,0.03125,0,0.078125
274,17,75,0.03125,0.2973095,0.3046875
274,18,90,0.59375,0.565503,0.7011719
274,19,105,0.90625,1.22996275,1.2441406
274,20,120,1.125,1.6532115,1.6445312
274,21,135,1.1875,1.88105675,1.84375
274,22,150,1.15625,1.87653875,2.0058594
274,23,165,1.25,1.88695525,2.296875
274,24,180,1.375,1.89523825,2.5234375
275,1,-165,2.03125,2.7300015,2.0927734
275,2,-150,1.09375,1.39599925,0.7402344
275,3,-135,1.03125,0.92298975,0.28027344
275,4,-120,1.5,1.06354975,0.6582031
275,5,-105,2.03125,1.35747075,1.1074219
275,6,-90,1.90625,1.2287705,1.0878906
275,7,-75,0.90625,0.61714625,0.6689453
275,8,-60,0,6.27E-05,0
275,9,-45,0.03125,0.28632825,0.26660156
275,10,-30,1.25,1.802431,1.7197266
275,11,-15,3.40625,4.39858675,4.182617
275,12,0,5.65625,7.3303295,6.341797
275,13,15,3.40625,4.3873545,4.1777344
275,14,30,1.25,1.80086225,1.7246094
275,15,45,0.03125,0.285136,0.26757812
275,16,60,0,0,0
275,17,75,0.90625,0.61865225,0.67089844
275,18,90,1.90625,1.22180525,1.0771484
275,19,105,2.03125,1.35470975,1.0947266
275,20,120,1.5,1.06493025,0.6621094
275,21,135,1.03125,0.92211125,0.28710938
275,22,150,1.09375,1.3961875,0.73828125
275,23,165,2.03125,2.73194675,2.0947266
275,24,180,3.25,4.3411705,3.5439453
276,1,-165,0.28125,0.19621925,0.19433594
276,2,-150,1.0625,0.81204775,0.79003906
276,3,-135,2.3125,1.87277375,1.7744141
276,4,-120,3.75,3.12036925,3.0371094
276,5,-105,4.9375,4.14080975,4.256836
276,6,-90,5.40625,4.57742425,4.8623047
276,7,-75,4.9375,4.14896725,4.2802734
276,8,-60,3.71875,3.07104775,3.0273438
276,9,-45,2.25,1.790132,1.7314453
276,10,-30,1.03125,0.753251,0.7441406
276,11,-15,0.25,0.175449,0.18066406
276,12,0,0,0.0011295,0
276,13,15,0.25,0.175449,0.18066406
276,14,30,1.03125,0.75381575,0.74609375
276,15,45,2.25,1.790132,1.7314453
276,16,60,3.71875,3.070232,3.0195312
276,17,75,4.9375,4.14896725,4.28125
276,18,90,5.40625,4.577487,4.8623047
276,19,105,4.9375,4.14080975,4.256836
276,20,120,3.75,3.12036925,3.0371094
276,21,135,2.3125,1.86800475,1.7714844
276,22,150,1.0625,0.81204775,0.79003906
276,23,165,0.28125,0.19621925,0.19628906
276,24,180,0,0,0.002929688
277,1,-165,0.5625,0.4637225,0.41308594
277,2,-150,2.21875,1.78429625,1.5947266
277,3,-135,4.6875,3.751195,3.34375
277,4,-120,7.5,5.97210575,5.310547
277,5,-105,10.0625,7.94684825,7.083008
277,6,-90,11.5625,9.10082075,8.172852
277,7,-75,11.46875,9.2690535,8.452148
277,8,-60,10.40625,8.755884,8.0078125
277,9,-45,9.3125,8.1603865,7.140625
277,10,-30,8.65625,7.899472,6.645508
277,11,-15,8.53125,8.0338825,6.6191406
277,12,0,8.625,8.1972835,6.7041016
277,13,15,8.53125,8.0338825,6.6191406
277,14,30,8.65625,7.899472,6.645508
277,15,45,9.3125,8.16032375,7.140625
277,16,60,10.40625,8.755884,8.0078125
277,17,75,11.46875,9.2690535,8.452148
277,18,90,11.5625,9.10395825,8.174805
277,19,105,10.0625,7.946911,7.0810547
277,20,120,7.5,5.9874795,5.334961
277,21,135,4.6875,3.751195,3.3427734
277,22,150,2.21875,1.78429625,1.5947266
277,23,165,0.5625,0.4637225,0.41308594
277,24,180,0,0,0
278,1,-165,3.46875,2.85167375,3.3886719
278,2,-150,4.96875,4.28457,5.086914
278,3,-135,7.28125,6.602806,7.614258
278,4,-120,10.28125,9.50342475,10.435547
278,5,-105,13.4375,12.418476,13.013672
278,6,-90,15.25,13.70667075,13.045898
278,7,-75,12.65625,11.56852725,10.947266
278,8,-60,9.28125,8.767179,8.694336
278,9,-45,6.03125,5.95089625,5.8759766
278,10,-30,3.59375,3.811435,3.5810547
278,11,-15,2.1875,2.5066115,2.3925781
278,12,0,1.71875,2.02412675,2.2324219
278,13,15,2.21875,2.43024475,2.8427734
278,14,30,3.75,3.8185885,4.21875
278,15,45,6.28125,6.13989925,6.638672
278,16,60,9.71875,9.32621875,9.7890625
278,17,75,13.59375,12.81926025,12.6171875
278,18,90,13.34375,12.06701325,10.828125
278,19,105,10.21875,9.15440925,8.043945
278,20,120,6.90625,6.1882795,5.564453
278,21,135,4.03125,3.668616,3.4716797
278,22,150,1.875,1.79948175,1.7919922
278,23,165,0.5625,0.600141,0.60253906
278,24,180,0,0,0
279,1,-165,0.625,1.56705575,1.4775391
279,2,-150,0.25,0.69872125,0.76464844
279,3,-135,0,0.2169895,0.42089844
279,4,-120,0.03125,0.01863675,0.21484375
279,5,-105,0.09375,0,0.04296875
279,6,-90,0.125,0.025602,0.00390625
279,7,-75,0.0625,0.00533375,0.115234375
279,8,-60,0,0.063754,0.29492188
279,9,-45,0.0625,0.34531325,0.50097656
279,10,-30,0.34375,0.918158,0.9033203
279,11,-15,0.65625,1.8171145,1.6972656
279,12,0,0.75,2.1524505,1.9941406
279,13,15,0.65625,1.815734,1.6933594
279,14,30,0.34375,0.918158,0.9013672
279,15,45,0.0625,0.34531325,0.50097656
279,16,60,0,0.063754,0.29492188
279,17,75,0.0625,0.00533375,0.115234375
279,18,90,0.125,0.02604125,0
279,19,105,0.09375,0,0.043945312
279,20,120,0.03125,0.01863675,0.21386719
279,21,135,0,0.2169895,0.42089844
279,22,150,0.25,0.69859575,0.76464844
279,23,165,0.625,1.56793425,1.4804688
279,24,180,0.75,2.15100725,1.9912109
280,1,-165,0.6875,1.06380075,1.5136719
280,2,-150,0.625,1.079551,1.2216797
280,3,-135,0.625,1.119209,1.1142578
280,4,-120,0.65625,1.05752575,0.90625
280,5,-105,0.5625,0.808471,0.5253906
280,6,-90,0.46875,0.3188955,0.022460938
280,7,-75,0,0.12706875,0.07421875
280,8,-60,0.03125,0.00069025,0.038085938
280,9,-45,0.8125,0.59355225,0.5048828
280,10,-30,2.15625,1.80500375,1.5957031
280,11,-15,3.46875,3.0555485,2.7490234
280,12,0,4.125,3.67545575,3.2373047
280,13,15,3.46875,3.04463,2.7519531
280,14,30,2.15625,1.80437625,1.6035156
280,15,45,0.8125,0.58985,0.4970703
280,16,60,0.03125,0,0.041992188
280,17,75,0,0.14426225,0.09667969
280,18,90,0.46875,0.3141265,0
280,19,105,0.5625,0.8108555,0.5253906
280,20,120,0.65625,1.060475,0.9042969
280,21,135,0.625,1.1210915,1.109375
280,22,150,0.625,1.07421725,1.2158203
280,23,165,0.6875,1.06191825,1.5302734
280,24,180,0.78125,1.08137075,1.828125
281,1,-165,0.5,0.3708525,0.49316406
281,2,-150,1.90625,1.4611965,1.8300781
281,3,-135,4,3.1233185,3.6455078
281,4,-120,6.40625,4.97136875,5.4335938
281,5,-105,8.40625,6.45716325,6.8583984
281,6,-90,9.28125,7.08679675,7.680664
281,7,-75,8.6875,6.6912835,7.53125
281,8,-60,7.0625,5.5173565,6.3632812
281,9,-45,5.25,4.10491675,4.791992
281,10,-30,3.8125,2.937704,3.2861328
281,11,-15,2.96875,2.294391,2.3066406
281,12,0,2.75,2.111914,1.9726562
281,13,15,2.96875,2.294391,2.3066406
281,14,30,3.8125,2.93764125,3.2861328
281,15,45,5.25,4.10504225,4.790039
281,16,60,7.0625,5.516729,6.3652344
281,17,75,8.6875,6.6912835,7.53125
281,18,90,9.28125,7.08667125,7.680664
281,19,105,8.40625,6.45716325,6.859375
281,20,120,6.40625,4.9714315,5.4335938
281,21,135,4.03125,3.11723175,3.6367188
281,22,150,1.90625,1.4611965,1.8320312
281,23,165,0.5,0.37116625,0.49804688
281,24,180,0,0,0
282,1,-165,1.09375,1.3884065,1.6123047
282,2,-150,0.09375,0.2471095,0.38378906
282,3,-135,0,0,0
282,4,-120,0.78125,0.61576575,0.51660156
282,5,-105,1.875,1.516793,1.5
282,6,-90,2.34375,1.9388495,1.8945312
282,7,-75,1.875,1.52551525,1.4902344
282,8,-60,0.8125,0.62756275,0.5136719
282,9,-45,0.03125,0.00081575,0.000976563
282,10,-30,0.09375,0.24867825,0.390625
282,11,-15,1.09375,1.3936775,1.6171875
282,12,0,1.96875,2.3118355,2.5654297
282,13,15,1.09375,1.39374025,1.6171875
282,14,30,0.09375,0.24867825,0.39160156
282,15,45,0.03125,0.00081575,0.001953125
282,16,60,0.8125,0.62756275,0.51464844
282,17,75,1.875,1.52551525,1.4902344
282,18,90,2.34375,1.93878675,1.8955078
282,19,105,1.875,1.516793,1.4990234
282,20,120,0.78125,0.61576575,0.51660156
282,21,135,0,0,0.000976563
282,22,150,0.09375,0.24704675,0.38378906
282,23,165,1.09375,1.3884065,1.6113281
282,24,180,1.96875,2.3115845,2.5644531
283,1,-165,0,0,0
283,2,-150,0.75,0.4110125,0.1875
283,3,-135,2.375,1.57948025,0.9082031
283,4,-120,4.75,3.406321,2.3115234
283,5,-105,7.5,5.5524965,4.388672
283,6,-90,9.71875,7.23902825,6.2333984
283,7,-75,7.375,5.470043,4.3789062
283,8,-60,4.625,3.35706225,2.4277344
283,9,-45,2.3125,1.5525605,0.99316406
283,10,-30,0.71875,0.40668275,0.2265625
283,11,-15,0,0.0018825,0.0078125
283,12,0,0.5,0.64325025,0.49121094
283,13,15,0,0.0018825,0.0078125
283,14,30,0.71875,0.40956925,0.22949219
283,15,45,2.3125,1.555447,0.99609375
283,16,60,4.625,3.35706225,2.4277344
283,17,75,7.375,5.4694155,4.3808594
283,18,90,9.71875,7.240848,6.227539
283,19,105,7.5,5.55080225,4.3828125
283,20,120,4.75,3.40663475,2.3125
283,21,135,2.375,1.57646825,0.91796875
283,22,150,0.75,0.4130205,0.19042969
283,23,165,0,0.00094125,0.004882813
283,24,180,0.5,0.6419325,0.4814453
284,1,-165,0.8125,0.2486155,0.171875
284,2,-150,1.625,0.923178,0.6875
284,3,-135,1.53125,1.672162,3.3496094
284,4,-120,2.75,2.84502225,4.4902344
284,5,-105,4.09375,3.99773975,5.7128906
284,6,-90,4.8125,4.6119995,6.419922
284,7,-75,3.71875,3.80246175,5.5625
284,8,-60,2.375,2.59502625,4.3046875
284,9,-45,1.25,1.46527525,3.2265625
284,10,-30,0.40625,0.60296475,2.4042969
284,11,-15,0,0.077559,1.7558594
284,12,0,0.40625,0,0.001953125
284,13,15,0.78125,0.2310455,0.1640625
284,14,30,1.53125,0.84969775,0.6230469
284,15,45,2.5,1.77036575,1.3144531
284,16,60,3.84375,3.12451075,2.3710938
284,17,75,5.75,5.04453525,4.1816406
284,18,90,4.8125,4.612376,6.4296875
284,19,105,4.09375,3.999183,5.7128906
284,20,120,2.75,2.83950025,4.4785156
284,21,135,1.5,1.6652595,3.34375
284,22,150,1.625,0.92110725,0.6796875
284,23,165,0.8125,0.25056075,0.17382812
284,24,180,0.40625,0.00257275,0
285,1,-165,0.15625,0.518817,0.8183594
285,2,-150,0.34375,0.84166575,1.2509766
285,3,-135,0.59375,1.16671075,1.4023438
285,4,-120,0.71875,1.22958625,1.1289062
285,5,-105,0.625,0.9945875,0.4814453
285,6,-90,0.21875,0.409632,0.0625
285,7,-75,0,0,0
285,8,-60,0.34375,0.3678405,0.4189453
285,9,-45,1.6875,1.59454025,1.6035156
285,10,-30,3.34375,3.22415775,3.0488281
285,11,-15,4.65625,4.52873025,4.116211
285,12,0,5.125,5.02370225,4.5322266
285,13,15,4.65625,4.53023625,4.125
285,14,30,3.34375,3.22033,3.0507812
285,15,45,1.6875,1.59454025,1.6035156
285,16,60,0.34375,0.38446925,0.46679688
285,17,75,0,0.000753,0.001953125
285,18,90,0.21875,0.410887,0.06640625
285,19,105,0.625,0.9880615,0.5292969
285,20,120,0.71875,1.22895875,1.1289062
285,21,135,0.59375,1.16671075,1.4013672
285,22,150,0.34375,0.84078725,1.2519531
285,23,165,0.15625,0.51887975,0.8173828
285,24,180,0.25,0.36363625,0.15527344
286,1,-165,0.125,0,0.015625
286,2,-150,0.6875,0.14903125,0.20703125
286,3,-135,1.75,0.73812825,0.8017578
286,4,-120,3.21875,1.63771225,1.6660156
286,5,-105,4.5625,2.443234,2.3652344
286,6,-90,5.125,2.707286,2.6044922
286,7,-75,4.5,2.36749475,2.3603516
286,8,-60,3.15625,1.59604625,1.7128906
286,9,-45,1.875,0.91257325,1.2275391
286,10,-30,1.09375,0.639799,1.1494141
286,11,-15,0.75,0.71679325,1.296875
286,12,0,0.6875,0.81995425,1.3955078
286,13,15,0.75,0.71679325,1.2958984
286,14,30,1.09375,0.63973625,1.1494141
286,15,45,1.875,0.91257325,1.2333984
286,16,60,3.15625,1.59604625,1.7128906
286,17,75,4.5,2.36736925,2.3603516
286,18,90,5.125,2.707286,2.6044922
286,19,105,4.5625,2.4433595,2.3652344
286,20,120,3.21875,1.637524,1.6660156
286,21,135,1.75,0.73812825,0.8017578
286,22,150,0.6875,0.14915675,0.20703125
286,23,165,0.125,0,0.015625
286,24,180,0,0.0239705,0
287,1,-165,0.46875,0.43178275,0.4111328
287,2,-150,1.78125,1.64310875,1.5488281
287,3,-135,3.65625,3.38065625,3.1542969
287,4,-120,5.71875,5.30356725,4.9785156
287,5,-105,7.5625,6.98978525,6.8789062
