scan,b3lyp_energy,mm_energy,b3lyp_relative_energy,mm_relative_energy
45,-417469.6,6.493618,0,1.2289556999999993
60,-417469.2,5.3352695,0.3999999999650754,0.07060719999999954
75,-417469.16,6.0817156,0.4400000000023283,0.8170532999999995
90,-417468.38,5.478395,1.2199999999720603,0.21373269999999955
105,-417469,6.042041,0.5999999999767169,0.7773786999999999
120,-417469.1,5.2646623,0.5,0
135,-417469.56,6.298984,0.0399999999790452,1.0343216999999996
150,-417469.5,8.093484,0.0999999999767169,2.8288216999999998
165,-417468.72,10.479271,0.8800000000046566,5.2146087
180,-417467.84,16.14632,1.7599999999511056,10.881657699999998
-165,-444421.47,19.697044,3.330000000016298,10.067959000000002
-150,-444423.78,13.381229,1.0199999999604188,3.7521439999999995
-135,-444424.78,10.534756,0.0199999999604187,0.9056709999999999
-120,-444424.7,9.666562,0.0999999999767169,0.03747700000000087
-105,-444424.2,9.755058,0.5999999999767169,0.1259730000000001
-90,-444423.88,9.901204,0.919999999983702,0.272119
-75,-444424.16,9.7608595,0.6400000000139698,0.13177450000000057
-60,-444424.66,9.629154,0.1400000000139698,6.899999999987472e-05
-45,-444424.8,10.417573,0,0.788488000000001
-30,-444423.9,13.133166,0.8999999999650754,3.5040809999999993
-15,-444421.75,18.71208,3.0499999999883585,9.082995
0,-444419.06,31.810959,5.739999999990687,22.181874
15,-444421.75,18.71208,3.0499999999883585,9.082995
30,-444423.9,13.133168,0.8999999999650754,3.5040829999999996
45,-444424.8,10.428621,0,0.7995359999999998
60,-444424.66,9.629085,0.1400000000139698,0
75,-444424.16,9.760858,0.6400000000139698,0.1317730000000008
90,-444423.88,9.901205,0.919999999983702,0.27211999999999925
105,-444424.2,9.755058,0.5999999999767169,0.1259730000000001
120,-444424.7,9.666561,0.0999999999767169,0.03747599999999984
135,-444424.78,10.539587,0.0199999999604187,0.9105019999999993
150,-444423.78,13.381227,1.0199999999604188,3.752142000000001
165,-444421.47,19.700108,3.330000000016298,10.071023
180,-444419.06,31.802658,5.739999999990687,22.173573
-165,-370267.88,-146.71146,2.5200000000186265,4.579840000000019
-150,-370269.4,-148.6658,1,2.6255000000000166
-135,-370270.2,-150.61263,0.2000000000116415,0.678670000000011
-120,-370270.4,-151.29073,0,0.0005700000000103955
-105,-370270.38,-150.5666,0.0200000000186264,0.7247000000000128
-90,-370270.22,-148.30582,0.1800000000512227,2.9854799999999955
-75,-370270.34,-150.44553,0.0599999999976716,0.8457700000000159
-60,-370270.4,-151.26361,0,0.027690000000006876
-45,-370270.25,-150.79233,0.150000000023283,0.4989700000000141
-30,-370269.66,-149.01193,0.7400000000488944,2.27937
-15,-370268.44,-146.96136,1.9600000000209548,4.3299399999999935
0,-370266.5,-145.04263,3.900000000023283,6.248670000000004
15,-370268.44,-146.96574,1.9600000000209548,4.325559999999996
30,-370269.66,-149.011,0.7400000000488944,2.280300000000011
45,-370270.25,-150.79018,0.150000000023283,0.5011200000000144
60,-370270.4,-151.25905,0,0.032250000000004775
75,-370270.34,-150.44542,0.0599999999976716,0.845879999999994
90,-370270.22,-148.30312,0.1800000000512227,2.98818
105,-370270.38,-150.56712,0.0200000000186264,0.7241800000000183
120,-370270.4,-151.2913,0,0
135,-370270.2,-150.6118,0.2000000000116415,0.6795000000000186
150,-370269.4,-148.66766,1,2.6236399999999946
165,-370267.88,-146.7161,2.5200000000186265,4.575199999999995
180,-370265.62,-145.06006,4.78000000002794,6.231240000000014
-165,-318108.03,35.002373,0.2699999999604188,1.8578130000000002
-150,-318107.16,40.1091,1.1400000000139698,6.9645399999999995
-135,-318105.9,47.766457,2.3999999999650754,14.621897000000004
-120,-318104.5,56.717102,3.7999999999883594,23.572542
-105,-318103.25,64.26457,5.049999999988359,31.120010000000008
-90,-318102.7,67.847305,5.599999999976717,34.70274500000001
-75,-318103.16,64.8427,5.14000000001397,31.698139999999995
-60,-318104.38,57.317425,3.919999999983702,24.172865
-45,-318105.75,49.21797,2.5499999999883585,16.073410000000003
-30,-318106.94,42.446934,1.3599999999860302,9.302374
-15,-318107.7,38.061775,0.5999999999767169,4.917214999999999
0,-318107.94,36.399246,0.3599999999860301,3.2546859999999995
15,-318107.7,38.06139,0.5999999999767169,4.9168300000000045
30,-318106.94,42.439354,1.3599999999860302,9.294794000000003
45,-318105.75,49.21797,2.5499999999883585,16.073410000000003
60,-318104.38,57.296448,3.919999999983702,24.151888
75,-318103.16,64.84269,5.14000000001397,31.698130000000006
90,-318102.7,67.847305,5.599999999976717,34.70274500000001
105,-318103.25,64.26444,5.049999999988359,31.119879999999995
120,-318104.5,56.717102,3.7999999999883594,23.572542
135,-318105.9,47.766453,2.3999999999650754,14.621893
150,-318107.16,40.109127,1.1400000000139698,6.964567000000002
165,-318108.03,35.00237,0.2699999999604188,1.8578100000000006
180,-318108.3,33.14456,0,0
-165,-417338.16,59.17582,0.1800000000512227,2.957722000000004
-150,-417338.34,56.62555,0,0.40745199999999926
-135,-417337.8,56.218098,0.5400000000372529,0
-120,-417336.53,57.50969,1.809999999997672,1.2915920000000014
-105,-417335.2,59.59199,3.14000000001397,3.373892000000005
-90,-417334.44,61.406918,3.900000000023283,5.18882
-75,-417334.6,62.314014,3.7400000000488944,6.0959160000000026
-60,-417334.9,62.825512,3.4400000000023283,6.607414000000006
-45,-417334.66,63.694725,3.680000000051223,7.476627000000001
-30,-417333.3,65.33641,5.040000000037253,9.118312000000003
-15,-417330.9,67.60504,7.440000000002328,11.386942000000005
0,-417328.62,69.2117,9.720000000030268,12.993601999999996
15,-417330.9,67.57717,7.440000000002328,11.359071999999998
30,-417333.3,65.33642,5.040000000037253,9.118322000000006
45,-417334.66,63.694725,3.680000000051223,7.476627000000001
60,-417334.9,62.825512,3.4400000000023283,6.607414000000006
75,-417334.6,62.320118,3.7400000000488944,6.102020000000003
90,-417334.44,61.40284,3.900000000023283,5.184742
105,-417335.2,59.59199,3.14000000001397,3.373892000000005
120,-417336.53,57.507427,1.809999999997672,1.2893290000000022
135,-417337.8,56.218098,0.5400000000372529,0
150,-417338.34,56.625546,0,0.40744800000000225
165,-417338.16,59.17582,0.1800000000512227,2.957722000000004
180,-417337.94,61.409878,0.400000000023283,5.191780000000001
-165,-297009.62,-5.5652013,0.0800000000162981,0.06508010000000031
-150,-297009.25,-5.2559743,0.4500000000116415,0.3743071000000002
-135,-297008.3,-4.543668,1.400000000023283,1.0866134
-120,-297007,-3.4892793,2.700000000011641,2.1410021
-105,-297005.72,-2.4234204,3.980000000039581,3.2068610000000004
-90,-297005.16,-1.9481622,4.540000000037253,3.6821192000000003
-75,-297005.72,-2.4593158,3.980000000039581,3.1709656
-60,-297007.03,-3.5181253,2.669999999983702,2.1121561000000004
-45,-297008.34,-4.5613365,1.3599999999860302,1.0689449
-30,-297009.25,-5.2608995,0.4500000000116415,0.3693819000000005
-15,-297009.62,-5.569797,0.0800000000162981,0.060484399999999994
0,-297009.7,-5.6274986,0,0.0027828000000003073
15,-297009.62,-5.569798,0.0800000000162981,0.06048340000000074
30,-297009.25,-5.2609005,0.4500000000116415,0.36938090000000035
45,-297008.34,-4.561337,1.3599999999860302,1.0689444000000003
60,-297007.03,-3.5160584,2.669999999983702,2.1142230000000004
75,-297005.72,-2.4593158,3.980000000039581,3.1709656
90,-297005.16,-1.9481622,4.540000000037253,3.6821192000000003
105,-297005.72,-2.4234211,3.980000000039581,3.2068603
120,-297007,-3.4892793,2.700000000011641,2.1410021
135,-297008.3,-4.540503,1.400000000023283,1.0897784000000001
150,-297009.25,-5.255206,0.4500000000116415,0.37507540000000006
165,-297009.62,-5.5652018,0.0800000000162981,0.06507960000000068
180,-297009.7,-5.6302814,0,0
-165,-331720.38,70.3663,0.0599999999976716,0.8844959999999986
-150,-331720.44,69.67351,0,0.19170599999999638
-135,-331720.1,69.49086,0.3400000000256113,0.009056000000001063
-120,-331719.34,69.96002,1.099999999976717,0.4782160000000033
-105,-331718.44,70.760155,2,1.2783510000000007
-90,-331718,71.15816,2.4400000000023283,1.6763559999999984
-75,-331718.4,70.70909,2.039999999979045,1.2272860000000065
-60,-331719.38,69.91251,1.0599999999976717,0.4307060000000007
-45,-331720.16,69.495094,0.2800000000279397,0.013289999999997804
-30,-331720.44,69.72639,0,0.2445859999999982
-15,-331720.38,70.411674,0.0599999999976716,0.9298700000000082
0,-331720.22,72.09021,0.2200000000302679,2.6084060000000022
15,-331720.2,71.63661,0.2399999999906867,2.1548060000000078
30,-331719.94,71.076775,0.5,1.594971000000001
45,-331720.16,69.481804,0.2800000000279397,0
60,-331719.38,69.90459,1.0599999999976717,0.4227860000000021
75,-331718.4,70.70864,2.039999999979045,1.2268360000000058
90,-331718,71.159744,2.4400000000023283,1.6779400000000066
105,-331718.44,70.7661,2,1.2842959999999977
120,-331719.34,69.97337,1.099999999976717,0.49156600000000594
135,-331720.1,69.50586,0.3400000000256113,0.02405600000000163
150,-331720.44,69.68438,0,0.20257600000000764
165,-331720.38,70.373184,0.0599999999976716,0.8913799999999981
180,-331720.28,70.84218,0.1599999999743886,1.3603760000000023
-165,-360957.25,3.6115963,0,1.849891
-150,-360957.16,3.2456174,0.0900000000256113,1.4839121
-135,-360956.9,2.828147,0.3499999999767169,1.0664417
-120,-360956.34,2.6550028,0.9099999999743886,0.8932975000000001
-105,-360956.06,3.4127626,1.1900000000023283,1.6510573000000002
-90,-360956.72,3.2322931,0.5300000000279397,1.4705878000000001
-75,-360957.06,2.9416826,0.1900000000023283,1.1799773
-60,-360956.88,1.7617053,0.3699999999953434,0
-45,-360956.38,3.0582101,0.8699999999953434,1.2965048000000001
-30,-360955.2,5.1408925,2.0499999999883585,3.3791871999999996
-15,-360953.9,7.0621576,3.349999999976717,5.3004523
0,-360953,8.179332,4.25,6.4176267000000005
15,-360953.9,7.0649424,3.349999999976717,5.3032371
30,-360955.2,5.1533484,2.0499999999883585,3.3916430999999996
45,-360956.38,3.0581462,0.8699999999953434,1.2964409
60,-360956.88,1.7619427,0.3699999999953434,0.00023740000000005423
75,-360957.06,2.9396632,0.1900000000023283,1.1779579
90,-360956.72,3.2754858,0.5300000000279397,1.5137804999999998
105,-360956.06,3.412764,1.1900000000023283,1.6510587
120,-360956.34,2.6600652,0.9099999999743886,0.8983599
135,-360956.9,2.8257062,0.3499999999767169,1.0640009
150,-360957.16,3.2438035,0.0900000000256113,1.4820981999999998
165,-360957.25,3.6115994,0,1.8498940999999998
180,-360957.1,3.9621596,0.150000000023283,2.2004543
-165,-326481.06,9.8875265,3.5,5.4942988999999995
-150,-326480,10.038064,4.559999999997672,5.6448364
-135,-326479.03,9.835352,5.529999999969732,5.4421244
-120,-326478.97,8.999118,5.590000000025611,4.605890399999999
-105,-326480.1,7.5781693,4.460000000020955,3.1849416999999995
-90,-326481.9,6.0158405,2.6599999999743886,1.6226129
-75,-326483.6,4.739634,0.9600000000209548,0.34640639999999934
-60,-326484.56,4.3932276,0,0
-45,-326483.8,4.7297177,0.7600000000093132,0.3364900999999998
-30,-326481.72,5.8191495,2.840000000025612,1.4259218999999996
-15,-326479.5,7.056749,5.059999999997672,2.6635213999999996
0,-326478.5,7.8125024,6.059999999997672,3.4192747999999993
15,-326479.5,7.0549507,5.059999999997672,2.6617230999999997
30,-326481.72,5.8247604,2.840000000025612,1.4315327999999994
45,-326483.8,4.7291603,0.7600000000093132,0.33593269999999986
60,-326484.56,4.39438,0,0.0011523999999996093
75,-326483.6,4.7417474,0.9600000000209548,0.34851980000000005
90,-326481.9,6.015833,2.6599999999743886,1.6226053999999994
105,-326480.1,7.577766,4.460000000020955,3.184538399999999
120,-326478.97,8.997792,5.590000000025611,4.6045644
135,-326479.03,9.835352,5.529999999969732,5.4421244
150,-326480,10.039977,4.559999999997672,5.6467494
165,-326481.06,9.887526,3.5,5.494298399999999
180,-326481.47,9.778915,3.090000000025612,5.385687399999999
-165,-459901.6,25.24383,3.1000000000349246,0.6540129999999991
-150,-459903.03,24.96565,1.669999999983702,0.3758330000000001
-135,-459904.22,24.725636,0.4800000000395812,0.13581900000000147
-120,-459904.7,24.598795,0,0.008977999999999042
-105,-459904.3,24.67851,0.400000000023283,0.08869299999999924
-90,-459903.2,24.938765,1.5,0.34894800000000004
-75,-459901.78,25.230122,2.919999999983702,0.6403050000000015
-60,-459900.88,25.303091,3.820000000006985,0.7132739999999984
-45,-459901.5,25.182346,3.200000000011641,0.592528999999999
-30,-459903,24.913094,1.7000000000116415,0.3232770000000009
-15,-459904.25,24.68247,0.4500000000116415,0.09265299999999854
0,-459904.7,24.589817,0,0
15,-459904.25,24.68247,0.4500000000116415,0.09265299999999854
30,-459903,24.913094,1.7000000000116415,0.3232770000000009
45,-459901.5,25.18235,3.200000000011641,0.5925329999999995
60,-459900.88,25.303091,3.820000000006985,0.7132739999999984
75,-459901.78,25.230124,2.919999999983702,0.640307
90,-459903.2,24.938755,1.5,0.3489380000000004
105,-459904.3,24.67851,0.400000000023283,0.08869299999999924
120,-459904.7,24.598803,0,0.00898600000000016
135,-459904.22,24.725636,0.4800000000395812,0.13581900000000147
150,-459903.03,24.96565,1.669999999983702,0.3758330000000001
165,-459901.6,25.254742,3.1000000000349246,0.6649250000000002
180,-459900.88,25.28669,3.820000000006985,0.6968730000000001
-165,-549475.4,137.1088,1.400000000023283,5.393850000000015
-150,-549475.25,135.54884,1.550000000046566,3.833890000000025
-135,-549474.5,134.79886,2.300000000046566,3.083910000000003
-120,-549473.6,134.42003,3.200000000069849,2.7050800000000095
-105,-549473.06,134.21062,3.739999999990687,2.4956700000000183
-90,-549473.3,133.82779,3.5,2.1128400000000056
-75,-549474.25,132.95229,2.550000000046566,1.2373400000000174
-60,-549475.44,132.15393,1.3600000001024457,0.438980000000015
-45,-549476.44,131.71495,0.3600000001024455,0
-30,-549476.8,132.00603,0,0.2910800000000222
-15,-549476.56,132.80832,0.2399999999906867,1.0933700000000215
0,-549475.9,133.63983,0.9000000000232831,1.9248800000000017
15,-549476.56,132.80852,0.2399999999906867,1.0935699999999997
30,-549476.8,132.0032,0,0.288250000000005
45,-549476.44,131.71495,0.3600000001024455,0
60,-549475.44,132.15393,1.3600000001024457,0.438980000000015
75,-549474.25,132.953,2.550000000046566,1.2380500000000154
90,-549473.3,133.82845,3.5,2.113500000000016
105,-549473.06,134.21587,3.739999999990687,2.500920000000008
120,-549473.6,134.3923,3.200000000069849,2.6773500000000183
135,-549474.5,134.79314,2.300000000046566,3.0781900000000064
150,-549475.25,135.54951,1.550000000046566,3.8345600000000104
165,-549475.4,137.04388,1.400000000023283,5.328930000000014
180,-549474.8,139.83394,2,8.118990000000025
-165,-442697.84,-34.434902,0.7599999999511056,0.8437119999999965
-150,-442697.5,-32.937397,1.099999999976717,2.3412170000000003
-135,-442696.12,-29.86749,2.479999999981373,5.411123999999997
-120,-442694.88,-27.247824,3.71999999997206,8.030789999999996
-105,-442693.97,-24.637089,4.630000000004657,10.641524999999998
-90,-442692.78,-21.602526,5.819999999948777,13.676087999999996
-75,-442689.56,-20.415255,9.039999999979043,14.863358999999999
-60,-442693.03,-24.491405,5.569999999948777,10.787208999999997
-45,-442695.72,-28.123913,2.8800000000046566,7.154700999999996
-30,-442697.56,-31.163013,1.0399999999790452,4.115600999999998
-15,-442698.4,-33.14441,0.1999999999534338,2.134203999999997
0,-442698.6,-34.0032,0,1.2754139999999978
15,-442698.4,-33.143833,0.1999999999534338,2.1347809999999967
30,-442697.56,-31.159946,1.0399999999790452,4.118667999999996
45,-442695.72,-28.11682,2.8800000000046566,7.161793999999997
60,-442693.03,-24.489637,5.569999999948777,10.788977
75,-442689.56,-20.408325,9.039999999979043,14.870288999999996
90,-442692.78,-21.611963,5.819999999948777,13.666650999999998
105,-442693.97,-24.6349,4.630000000004657,10.643714
120,-442694.88,-27.23203,3.71999999997206,8.046583999999996
135,-442696.12,-29.87083,2.479999999981373,5.407783999999996
150,-442697.5,-32.93565,1.099999999976717,2.342963999999995
165,-442697.84,-34.442703,0.7599999999511056,0.8359109999999959
180,-442697.56,-35.278614,1.0399999999790452,0
-165,-428151.94,30.490078,0,1.6837710000000001
-150,-428151.72,31.442259,0.2200000000302679,2.6359519999999996
-135,-428151.1,32.208637,0.8400000000256114,3.4023300000000027
-120,-428150.22,34.339523,1.720000000030268,5.5332159999999995
-105,-428149.1,36.113644,2.840000000025612,7.307337
-90,-428147.88,37.482113,4.059999999997672,8.675805999999998
-75,-428149.22,36.146152,2.720000000030268,7.339845
-60,-428150.4,34.274277,1.5399999999790452,5.4679699999999976
-45,-428151.28,32.548775,0.6599999999743886,3.742467999999999
-30,-428151.78,31.47017,0.1599999999743886,2.663862999999999
-15,-428151.94,30.324493,0,1.518186
0,-428151.84,28.806307,0.0999999999767169,0
15,-428151.94,30.326283,0,1.5199759999999998
30,-428151.78,31.290195,0.1599999999743886,2.4838880000000003
45,-428151.28,32.537846,0.6599999999743886,3.7315390000000015
60,-428150.4,34.13119,1.5399999999790452,5.324882999999996
75,-428149.22,36.092228,2.720000000030268,7.285920999999998
90,-428147.88,37.657158,4.059999999997672,8.850851000000002
105,-428149.06,36.19916,2.8800000000046566,7.392852999999999
120,-428150.22,34.340096,1.720000000030268,5.533789000000002
135,-428151.16,32.670753,0.7800000000279397,3.8644459999999974
150,-428151.72,31.449741,0.2200000000302679,2.643433999999999
165,-428151.94,30.49907,0,1.6927629999999994
180,-428151.88,28.943293,0.0599999999976716,0.13698600000000027
-165,-651003.94,12.097785,0,0.22153800000000068
-150,-651003.94,11.879842,0,0.003595000000000681
-135,-651003.9,11.9366865,0.0399999999208375,0.06043950000000109
-120,-651003.7,12.220617,0.2399999999906867,0.3443700000000014
-105,-651003.56,12.518085,0.3799999998882413,0.6418379999999999
-90,-651003.5,12.580745,0.4399999999441206,0.704498000000001
-75,-651003.3,12.427585,0.6399999998975545,0.5513380000000012
-60,-651002.7,12.438074,1.2399999999906868,0.561827000000001
-45,-651001.5,12.995929,2.4399999999441206,1.119682000000001
-30,-651000,14.071921,3.9399999999441206,2.1956740000000003
-15,-650998.7,15.183302,5.239999999990687,3.307055
0,-650998.1,15.618065,5.839999999967404,3.7418180000000003
15,-650998.7,15.183906,5.239999999990687,3.307659000000001
30,-651000,14.089997,3.9399999999441206,2.213750000000001
45,-651001.5,12.99393,2.4399999999441206,1.1176830000000013
60,-651002.7,12.438022,1.2399999999906868,0.5617750000000008
75,-651003.3,12.427587,0.6399999998975545,0.5513400000000015
90,-651003.5,12.583644,0.4399999999441206,0.7073970000000003
105,-651003.56,12.520519,0.3799999998882413,0.6442720000000008
120,-651003.7,12.225729,0.2399999999906867,0.34948200000000007
135,-651003.9,11.944338,0.0399999999208375,0.06809100000000079
150,-651003.94,11.876247,0,0
165,-651003.94,12.095937,0,0.21968999999999994
180,-651003.94,12.293001,0,0.41675400000000096
-165,-526139.8,-34.254585,1.599999999976717,0.5015989999999988
-150,-526139.25,-33.32872,2.150000000023283,1.4274640000000005
-135,-526138.2,-31.82311,3.200000000069849,2.9330739999999977
-120,-526136.75,-30.060928,4.650000000023283,4.695255999999997
-105,-526135.3,-28.54476,6.099999999976717,6.211423999999997
-90,-526134.6,-27.845547,6.800000000046566,6.910636999999998
-75,-526135.2,-28.654234,6.200000000069849,6.101949999999999
-60,-526136.7,-30.32812,4.700000000069849,4.428063999999999
-45,-526138.5,-32.11945,2.900000000023283,2.636733999999997
-30,-526140,-33.596947,1.400000000023283,1.1592369999999974
-15,-526141,-34.46039,0.400000000023283,0.2957940000000008
0,-526141.4,-34.756184,0,0
15,-526141,-34.458794,0.400000000023283,0.29739000000000004
30,-526140,-33.598763,1.400000000023283,1.1574209999999994
45,-526138.5,-32.11689,2.900000000023283,2.6392939999999996
60,-526136.7,-30.32803,4.700000000069849,4.428153999999999
75,-526135.2,-28.653612,6.200000000069849,6.1025719999999986
90,-526134.6,-27.845812,6.800000000046566,6.910371999999999
105,-526135.3,-28.54476,6.099999999976717,6.211423999999997
120,-526136.75,-30.060926,4.650000000023283,4.695257999999999
135,-526138.2,-31.822826,3.200000000069849,2.9333579999999984
150,-526139.25,-33.328716,2.150000000023283,1.4274679999999975
165,-526139.8,-34.25459,1.599999999976717,0.5015939999999972
180,-526140,-34.536846,1.400000000023283,0.21933800000000048
-165,-307067.16,-42.94954,0.3099999999976717,0.004305999999999699
-150,-307066.12,-42.911186,1.349999999976717,0.04265999999999792
-135,-307064.47,-42.634968,3,0.318877999999998
-120,-307062.44,-42.118248,5.029999999969732,0.8355979999999974
-105,-307060.44,-41.658566,7.029999999969732,1.2952799999999982
-90,-307059.47,-41.78569,8,1.1681559999999962
-75,-307060.47,-42.065952,7,0.8878939999999957
-60,-307062.53,-42.428852,4.939999999944121,0.5249939999999995
-45,-307064.62,-42.76689,2.849999999976717,0.18695600000000212
-30,-307066.22,-42.931854,1.25,0.021991999999997347
-15,-307067.16,-42.953846,0.3099999999976717,0
0,-307067.47,-42.927353,0,0.026493000000002098
15,-307067.16,-42.953846,0.3099999999976717,0
30,-307066.22,-42.931854,1.25,0.021991999999997347
45,-307064.62,-42.766895,2.849999999976717,0.18695100000000053
60,-307062.53,-42.430096,4.939999999944121,0.5237499999999997
75,-307060.47,-42.066982,7,0.8868639999999957
90,-307059.47,-41.744495,8,1.209350999999998
105,-307060.44,-41.657658,7.029999999969732,1.2961880000000008
120,-307062.44,-42.108627,5.029999999969732,0.8452190000000002
135,-307064.47,-42.627964,3,0.325882
150,-307066.12,-42.911186,1.349999999976717,0.04265999999999792
165,-307067.16,-42.94954,0.3099999999976717,0.004305999999999699
180,-307067.47,-42.93654,0,0.017305999999997823
-165,-448786.9,36.685307,1.0399999999790452,6.285042000000001
-150,-448787.94,31.654255,0,1.2539899999999982
-135,-448787.9,30.400265,0.0399999999790452,0
-120,-448787.06,31.229969,0.8800000000046566,0.8297039999999996
-105,-448786.12,32.661663,1.820000000006985,2.2613979999999962
-90,-448785.88,33.52733,2.059999999997672,3.127064999999998
-75,-448786.53,33.3248,1.4099999999743886,2.9245350000000023
-60,-448787.53,32.736843,0.4099999999743886,2.3365779999999994
-45,-448787.56,32.864243,0.3800000000046566,2.463978000000001
-30,-448785.9,34.66563,2.039999999979045,4.265364999999999
-15,-448782.72,38.31646,5.220000000030268,7.916194999999998
0,-448778.44,44.279644,9.5,13.879378999999997
15,-448782.72,38.787804,5.220000000030268,8.387539
30,-448785.9,34.64918,2.039999999979045,4.248915
45,-448787.56,32.871,0.3800000000046566,2.4707350000000012
60,-448787.53,32.740883,0.4099999999743886,2.3406179999999956
75,-448786.53,33.32049,1.4099999999743886,2.9202249999999985
90,-448785.88,33.526627,2.059999999997672,3.1263619999999968
105,-448786.12,32.660816,1.820000000006985,2.260550999999996
120,-448787.03,31.221346,0.9099999999743886,0.8210809999999995
135,-448787.9,30.41943,0.0399999999790452,0.019164999999997434
150,-448787.78,31.562233,0.1599999999743886,1.1619679999999981
165,-448786.9,36.674644,1.0399999999790452,6.274379
180,-448785.44,44.457203,2.5,14.056937999999999
-165,-636394.4,-26.043663,2.5399999999208376,1.605867
-150,-636394.25,-26.212856,2.6899999999441206,1.436674
-135,-636394,-26.291357,2.9399999999441206,1.3581729999999972
-120,-636393.75,-26.1668,3.1899999999441206,1.48273
-105,-636393.6,-26.00491,3.339999999967404,1.6446199999999997
-90,-636393.8,-26.0202,3.1399999998975545,1.6293299999999995
-75,-636394.3,-26.259405,2.6399999998975545,1.3901249999999976
-60,-636395.06,-26.725922,1.8799999998882413,0.923607999999998
-45,-636395.75,-27.2117,1.1899999999441206,0.43782999999999817
-30,-636396.44,-27.548172,0.5,0.10135799999999762
-15,-636396.8,-27.64953,0.1399999998975545,0
0,-636396.94,-27.277534,0,0.3719959999999993
15,-636396.8,-27.649132,0.1399999998975545,0.00039799999999701186
30,-636396.44,-27.537186,0.5,0.11234400000000022
45,-636395.75,-27.2117,1.1899999999441206,0.43782999999999817
60,-636395.06,-26.725922,1.8799999998882413,0.923607999999998
75,-636394.3,-26.259405,2.6399999998975545,1.3901249999999976
90,-636393.8,-26.010517,3.1399999998975545,1.6390129999999985
105,-636393.6,-26.00065,3.339999999967404,1.6488799999999983
120,-636393.75,-26.166864,3.1899999999441206,1.4826659999999983
135,-636394,-26.285976,2.9399999999441206,1.363553999999997
150,-636394.25,-26.214254,2.6899999999441206,1.4352759999999982
165,-636394.4,-26.047743,2.5399999999208376,1.601786999999998
180,-636394.4,-26.076092,2.5399999999208376,1.5734379999999994
-165,-374326.88,45.01432,2.6199999999953434,0.8492919999999984
-150,-374327,45.025078,2.5,0.8600500000000011
-135,-374326.7,45.570137,2.7999999999883585,1.405109000000003
-120,-374326.38,46.030724,3.1199999999953434,1.8656959999999998
-105,-374326.88,44.165028,2.6199999999953434,0
-90,-374328.38,44.20451,1.1199999999953434,0.03948199999999957
-75,-374329.25,44.31853,0.25,0.15350200000000314
-60,-374329.5,44.672085,0,0.5070570000000032
-45,-374329.28,45.818832,0.2199999999720603,1.653804000000001
-30,-374328.38,47.582584,1.1199999999953434,3.4175559999999976
-15,-374327.53,49.867847,1.9699999999720603,5.702818999999998
0,-374326.78,52.495544,2.7199999999720603,8.330516000000003
15,-374326.75,50.36288,2.75,6.1978519999999975
30,-374326.8,46.70983,2.700000000011641,2.544801999999997
45,-374326.88,44.859238,2.6199999999953434,0.6942099999999982
60,-374326.12,44.862877,3.3800000000046566,0.6978489999999979
75,-374324.47,45.14603,5.03000000002794,0.9810020000000037
90,-374321.88,47.028175,7.619999999995343,2.863146999999998
105,-374318.9,50.304783,10.599999999976715,6.139755000000001
120,-374317.62,55.172615,11.880000000004657,11.007587000000001
135,-374318.72,52.805256,10.78000000002794,8.640228
150,-374321.06,50.076893,8.440000000002328,5.911864999999999
165,-374323.9,47.499615,5.599999999976717,3.334586999999999
180,-374325.94,45.773678,3.559999999997672,1.6086499999999972
-165,-444520.22,-26.795437,4.580000000016298,7.904415
-150,-444524.8,-30.327145,0,4.372706999999998
-135,-444524.2,-33.98834,0.5999999999767169,0.711511999999999
-120,-444524.38,-34.688377,0.4199999999837018,0.011474999999997237
-105,-444523.94,-34.494343,0.8599999999860302,0.20550899999999928
-90,-444523.62,-34.334545,1.179999999993015,0.3653070000000014
-75,-444523.88,-34.511124,0.919999999983702,0.18872799999999756
-60,-444524.34,-34.699852,0.4599999999627471,0
-45,-444524.25,-34.035572,0.5499999999883585,0.664279999999998
-30,-444522.9,-31.531439,1.8999999999650756,3.168413000000001
-15,-444520.38,-26.663172,4.419999999983702,8.03668
0,-444519.1,-17.448235,5.7000000000116415,17.251617
15,-444520.38,-26.631042,4.419999999983702,8.06881
30,-444522.9,-31.531855,1.8999999999650756,3.1679969999999997
45,-444524.25,-34.042656,0.5499999999883585,0.657195999999999
60,-444524.34,-34.699123,0.4599999999627471,0.0007289999999997576
75,-444523.88,-34.5096,0.919999999983702,0.19025200000000098
90,-444523.62,-34.334545,1.179999999993015,0.3653070000000014
105,-444523.94,-34.50853,0.8599999999860302,0.19132199999999955
120,-444524.38,-34.68843,0.4199999999837018,0.011422000000003152
135,-444524.2,-33.986893,0.5999999999767169,0.7129589999999979
150,-444522.88,-31.544678,1.9199999999837016,3.155173999999999
165,-444520.22,-26.800892,4.580000000016298,7.898959999999999
180,-444518.97,-17.413773,5.830000000016298,17.286079
-165,-406803.44,50.075455,15.85999999998603,16.776092999999996
-150,-406804.66,47.675373,14.64000000001397,14.376010999999998
-135,-406805.06,46.048428,14.239999999990689,12.749066
-120,-406804.84,44.82949,14.459999999962749,11.530127999999998
-105,-406804.53,43.634686,14.76999999996042,10.335324
-90,-406805.03,42.237595,14.26999999996042,8.938232999999997
-75,-406806.97,40.40195,12.330000000016298,7.102587999999997
-60,-406810.12,38.412888,9.179999999993017,5.113526
