scan,Reference Energy,resff_relative_energy,wb97m_relative_energy
140,3.043,2.868164,2.5648435
150,1.79,1.6865234,1.5196795
160,0.835,0.78222656,0.71284
170,0.231,0.2109375,0.196533
180,0,0,0
-170,1.903,1.9716797,2.11448675
-160,2.015,2.0263672,2.2508425
-150,2.285,2.2705078,2.55769
-140,2.749,2.7539062,3.06301575
-130,3.44,3.5292969,3.8015205
-120,4.36,4.5546875,4.76328975
-110,5.463,5.7421875,5.906281
-100,6.647,6.897461,7.1290275
-90,7.554,8.326172,7.6975425
-80,5.481,6.828125,5.783291
-70,4.001,5.25,4.269259
-60,2.719,3.7226562,2.9383315
-50,1.696,2.3847656,1.85645875
-40,0.929,1.3320312,1.03481025
-30,0.401,0.5810547,0.459079
-20,0.082,0.1171875,0.0917405
-10,0,0,0
0,0.028,0.055664062,0.04210525
10,0.002,0.001953125,0.00094125
20,0.082,0.119140625,0.09105025
30,0.401,0.5830078,0.45976925
40,0.929,1.3339844,1.03631625
50,1.696,2.3886719,1.85921975
60,2.719,3.7226562,2.93801775
70,4.001,5.2470703,4.26994925
80,5.481,6.8310547,5.7824125
90,7.554,8.323242,7.70086825
100,6.647,6.8964844,7.12883925
110,5.463,5.7421875,5.9074105
120,4.36,4.5566406,4.76291325
130,3.44,3.5273438,3.80007725
140,2.749,2.7529297,3.063204
150,2.285,2.274414,2.5588195
160,2.015,2.0273438,2.25303875
170,1.903,1.9746094,2.1163065
180,2.326,2.078125,2.262514
-170,0.4,0.33007812,0.31017325
-160,1.016,1.0029297,0.85208225
-150,1.89,1.8964844,1.61876175
-140,2.829,2.7509766,2.41505925
-130,3.58,3.3510742,3.02511475
-120,3.891,3.5292969,3.25867025
-110,3.607,3.2495117,3.0264325
-100,2.806,2.578125,2.389269
-90,1.762,1.6582031,1.513028
-80,0.788,0.7763672,0.6697935
-70,0.148,0.14355469,0.10291
-60,0,0.000488281,0
-50,0.432,0.48095703,0.4228095
-40,1.357,1.4165039,1.3013095
-30,2.589,2.5810547,2.43426075
-20,3.844,3.6923828,3.546881
-10,4.791,4.4663086,4.3542225
0,5.146,4.7402344,4.64657475
10,4.791,4.466797,4.35453625
20,3.846,3.6918945,3.54744575
30,2.589,2.5805664,2.43400975
40,1.357,1.4155273,1.30124675
50,0.432,0.4814453,0.42299775
60,0.002,0,0.0003765
70,0.148,0.1484375,0.10259625
80,0.786,0.77441406,0.6690405
90,1.764,1.6582031,1.51296525
100,2.806,2.5771484,2.38895525
110,3.605,3.2485352,3.02599325
120,3.889,3.5283203,3.2581055
130,3.58,3.3481445,3.02511475
140,2.827,2.7485352,2.41462
150,1.89,1.8935547,1.6185735
160,1.016,1.0053711,0.85208225
170,0.4,0.32861328,0.31042425
180,0.178,0.076660156,0.12029175
-170,0,0,0
-160,0.101,0.032226562,0.03514
-150,0.387,0.23339844,0.2451015
-140,0.892,0.6582031,0.6785785
-130,1.594,1.2597656,1.30902775
-120,2.451,1.9677734,2.079786
-110,3.371,2.6396484,2.85638
-100,4.053,3.0791016,3.438951
-90,4.322,3.2167969,3.65663075
-80,4.075,3.0859375,3.438198
-70,3.396,2.6904297,2.87865625
-60,2.468,2.0488281,2.1220795
-50,1.628,1.3408203,1.3522625
-40,0.906,0.68359375,0.68692425
-30,0.406,0.24707031,0.25294525
-20,0.192,0.11425781,0.11577375
-10,0.245,0.25976562,0.25106275
0,0.319,0.40722656,0.369221
10,0.245,0.25976562,0.25106275
20,0.192,0.11425781,0.115711
30,0.406,0.24707031,0.25294525
40,0.906,0.68359375,0.68692425
50,1.628,1.3408203,1.352137
60,2.468,2.0488281,2.1220795
70,3.396,2.6894531,2.87865625
80,4.075,3.0859375,3.438198
90,4.322,3.2167969,3.65663075
100,4.053,3.0800781,3.438951
110,3.371,2.640625,2.8562545
120,2.451,1.9677734,2.07972325
130,1.594,1.2597656,1.3090905
140,0.892,0.6582031,0.67851575
150,0.387,0.23339844,0.245227
160,0.101,0.032226562,0.03514
170,0,0,0
180,0.235,0.2890625,0.25821625
-170,0.227,0.3154297,0.21579725
-160,0.859,0.9941406,0.80414125
-150,2.102,2.3945312,1.95384675
-140,3.932,4.289551,3.65135975
-130,6.237,6.2075195,5.80519075
-120,8.867,7.6918945,8.2713285
-110,11.653,8.511719,10.90889925
-100,14.356,8.8984375,13.50536875
-90,12.979,8.254395,12.43096325
-80,10.78,7.7490234,10.282968
-70,8.782,7.7026367,8.33313725
-60,7.116,7.1054688,6.69988025
-50,5.34,5.9023438,4.967039
-40,3.998,4.805176,3.64834775
-30,3.133,3.7514648,2.75792525
-20,2.682,3.0058594,2.2576195
-10,2.56,2.6279297,2.0763975
0,2.6,2.5263672,2.08499425
10,2.562,2.625,2.07646025
20,2.68,3.0063477,2.2573685
30,3.133,3.7509766,2.7581135
40,3.998,4.801758,3.64797125
50,5.338,5.9052734,4.96572125
60,7.116,7.104004,6.7003195
70,8.782,7.703125,8.33301175
80,10.782,7.7539062,10.2833445
90,12.983,8.255859,12.43259475
100,14.356,8.897949,13.50474125
110,11.649,8.505859,10.9070795
120,8.869,7.6914062,8.272207
130,6.233,6.2055664,5.803873
140,3.932,4.288086,3.6516735
150,2.102,2.3955078,1.95321925
160,0.859,0.9946289,0.804455
170,0.227,0.3149414,0.21604825
180,0,0,0
-170,0.09,0.10644531,0.08791275
-160,0.372,0.39941406,0.35296875
-150,0.825,0.8183594,0.79460325
-140,1.454,1.3662109,1.43314725
-130,2.261,2.1142578,2.2802095
-120,3.259,3.0986328,3.32079275
-110,4.421,4.2998047,4.510219
-100,5.654,5.6171875,5.74206425
-90,6.805,7.0214844,6.87407425
-80,7.239,7.022461,7.001394
-70,6.369,6.171875,6.11931725
-60,5.59,5.3027344,5.3080225
-50,5.085,4.5927734,4.6581835
-40,4.782,4.142578,4.2129095
-30,4.642,3.9111328,3.94653575
-20,4.622,3.803711,3.82273
-10,4.683,3.758789,3.78187975
0,4.75,3.7109375,3.75677975
10,4.683,3.7578125,3.781817
20,4.622,3.8027344,3.82266725
30,4.642,3.9082031,3.94653575
40,4.782,4.1445312,4.2129095
50,5.085,4.59375,4.6581835
60,5.59,5.3027344,5.3080225
70,6.369,6.1689453,6.11944275
80,7.239,7.022461,7.001394
90,6.805,7.0214844,6.874137
100,5.654,5.6171875,5.74206425
110,4.421,4.2958984,4.51028175
120,3.259,3.0976562,3.32041625
130,2.261,2.1142578,2.2802095
140,1.454,1.3662109,1.43314725
150,0.825,0.8183594,0.79460325
160,0.372,0.39941406,0.35296875
170,0.09,0.107421875,0.08791275
180,0,0,0
-170,0.108,0.091796875,0.0839595
-160,0.399,0.30566406,0.27503325
-150,0.945,0.71972656,0.66809925
-140,1.82,1.4179688,1.3457365
-130,3.008,2.383789,2.29432825
-120,4.445,3.5810547,3.44742225
-110,6.003,4.8564453,4.684664
-100,7.443,5.9804688,5.82012525
-90,8.532,6.6132812,6.65808875
-80,9.046,6.767578,7.0715485
-70,8.899,6.770508,7.106814
-60,8.536,6.4902344,6.985079
-50,8.242,6.2197266,6.9292315
-40,8.23,6.2685547,7.122878
-30,8.585,6.7929688,7.66108475
-20,9.304,7.6396484,8.52803875
-10,10.285,8.541992,9.57922675
0,10.962,8.755859,10.129607
10,10.289,8.536133,9.579666
20,9.306,7.6347656,8.5255915
30,8.579,6.7871094,7.6583865
40,8.228,6.274414,7.12344275
50,8.242,6.220703,6.92941975
60,8.534,6.491211,6.983071
70,8.899,6.7685547,7.1049315
80,9.042,6.7558594,7.06684225
90,8.532,6.6210938,6.65909275
100,7.443,5.979492,5.82012525
110,5.999,4.8535156,4.681652
120,4.443,3.5820312,3.44629275
130,3.012,2.3886719,2.29909725
140,1.82,1.4150391,1.34441875
150,0.945,0.71972656,0.6655265
160,0.395,0.31152344,0.27315075
170,0.106,0.09765625,0.0859675
180,0,0,0
-170,2.916,2.8642578,3.10279925
-160,1.505,1.6289062,1.700023
-150,0.481,0.6748047,0.63333575
-140,0.004,0.15625,0.07222525
-130,0.068,0.012695313,0.02177425
-120,0.545,0.14453125,0.33841075
-110,1.173,0.60546875,0.823531
-100,1.689,1.0605469,1.23611225
-90,1.878,1.2167969,1.37165225
-80,1.667,1.0878906,1.21628325
-70,1.116,0.6279297,0.77853925
-60,0.478,0.14550781,0.29109725
-50,0.024,0.004882813,0
-40,0.049,0.19042969,0.135289
-30,0.617,0.82421875,0.8033255
-20,1.696,1.8974609,1.93527275
-10,3.053,3.1269531,3.2751735
0,4.196,3.9140625,4.32755375
10,3.059,3.1259766,3.278813
20,1.69,1.890625,1.9300645
30,0.619,0.8339844,0.8063375
40,0.049,0.19140625,0.13572825
50,0.028,0.004882813,0.0026355
60,0.478,0.14257812,0.29034425
70,1.116,0.6230469,0.778602
80,1.669,1.0869141,1.21778925
90,1.878,1.2128906,1.371715
100,1.695,1.0625,1.240693
110,1.173,0.60839844,0.82522525
120,0.543,0.1484375,0.33891275
130,0.066,0,0.0186995
140,0,0.15234375,0.069778
150,0.483,0.67285156,0.6351555
160,1.507,1.6240234,1.70171725
170,2.92,2.8671875,3.10493275
180,4.132,3.6953125,4.224581
-170,5.781,4.6552734,5.14299
-160,5.658,4.6748047,5.0545125
-150,5.475,4.5219727,4.8800675
-140,5.161,4.1850586,4.5675725
-130,4.662,3.7573242,4.1320875
-120,3.955,3.2773438,3.535335
-110,3.108,2.7802734,2.80869
-100,2.221,2.309082,2.064475
-90,1.39,1.8222656,1.3384575
-80,0.706,1.2875977,0.74296
-70,0.261,0.76416016,0.31124
-60,0.029,0.35351562,0.0583575
-50,0,0.11328125,0
-40,0.237,0.002441406,0.11044
-30,0.606,0.009277344,0.33132
-20,0.97,0.05859375,0.5754175
-10,1.209,0.104003906,0.7636675
0,1.287,0.13916016,0.849635
10,1.209,0.106933594,0.7624125
20,0.972,0.057128906,0.578555
30,0.606,0.006835938,0.33132
40,0.237,0,0.1098125
50,0,0.107421875,0
60,0.029,0.35351562,0.05773
70,0.261,0.76904297,0.30873
80,0.708,1.2900391,0.74547
90,1.392,1.8217773,1.3409675
100,2.221,2.3081055,2.061965
110,3.11,2.7875977,2.8105725
120,3.953,3.2749023,3.5372175
130,4.664,3.7592773,4.132715
140,5.161,4.1870117,4.5663175
150,5.473,4.517578,4.8763025
160,5.658,4.6757812,5.0520025
170,5.781,4.661133,5.14299
180,5.811,4.5620117,5.119145
-170,0.002,0.00390625,0.00081575
-160,0.217,0.21142578,0.2762255
-150,0.974,1.0864258,1.078045
-140,2.213,2.5341797,2.31478475
-130,3.866,4.3691406,3.894265
-120,5.787,6.409668,5.6973235
-110,7.835,8.467773,7.60925325
-100,7.406,9.843262,7.22698025
-90,6.529,8.801758,6.35400225
-80,5.513,7.4072266,5.35527325
-70,4.443,5.7402344,4.297371
-60,3.403,4.006836,3.274546
-50,2.451,2.5058594,2.34703825
-40,1.726,1.3393555,1.5593375
-30,1.238,0.57910156,0.99339525
-20,1.052,0.17871094,0.7242605
-10,1.141,0.07324219,0.7312885
0,1.306,0.15771484,0.81832275
10,1.141,0.07421875,0.731163
20,1.052,0.18115234,0.7247625
30,1.238,0.58154297,0.9925795
40,1.726,1.3393555,1.55814525
50,2.451,2.5078125,2.347603
60,3.403,4.008301,3.27423225
70,4.445,5.7436523,4.2987515
80,5.515,7.411133,5.3569675
90,6.529,8.802734,6.35375125
100,7.406,9.839355,7.226039
110,7.839,8.466797,7.61113575
120,5.785,6.4125977,5.69726075
130,3.862,4.3686523,3.89301
140,2.213,2.5322266,2.314722
150,0.974,1.0839844,1.07873525
160,0.217,0.20947266,0.27704125
170,0,0,0
180,0.394,0.46240234,0.28256325
-170,0.036,1.6533203,0.0435485
-160,0.227,1.1015625,0.266562
-150,0.65,0.37695312,0.73398675
-140,1.286,0,1.41620475
-130,2.151,0.8935547,2.33586875
-120,3.243,3.5820312,3.4827505
-110,4.513,7.6914062,4.79642175
-100,5.88,11.958008,6.21419525
-90,7.097,14.521484,7.45149975
-80,5.653,11.175781,5.99808425
-70,4.215,6.65625,4.51730975
-60,2.934,2.7490234,3.18186425
-50,1.889,0.5625,2.07344825
-40,1.097,0.09667969,1.22092675
-30,0.533,0.5888672,0.60672975
-20,0.168,1.2275391,0.19885475
-10,0.029,1.7050781,0.03369675
0,0,1.90625,0
10,0.029,1.7050781,0.03369675
20,0.168,1.2275391,0.19885475
30,0.533,0.58984375,0.60672975
40,1.097,0.09863281,1.22092675
50,1.889,0.56152344,2.073511
60,2.934,2.7470703,3.1818015
70,4.215,6.65625,4.51730975
80,5.653,11.176758,5.99808425
90,7.097,14.520508,7.45149975
100,5.88,11.958008,6.21419525
110,4.513,7.6904297,4.79642175
120,3.243,3.5830078,3.4827505
130,2.151,0.8935547,2.33586875
140,1.286,0,1.41620475
150,0.65,0.37597656,0.73398675
160,0.227,1.1015625,0.266562
170,0.036,1.6533203,0.0435485
180,0.005,1.9121094,0.00445525
-170,1.156,1.3964844,0.7882655
-160,1.217,1.3740234,0.83614375
-150,1.228,1.3017578,0.87668025
-140,1.091,1.0703125,0.79523075
-130,0.796,0.6669922,0.57184075
-120,0.477,0.265625,0.32146825
-110,0.227,0.041015625,0.13052
-100,0.07,0,0.03344575
-90,0,0.008789063,0
-80,0.032,0.006835938,0.02177425
-70,0.186,0.061523438,0.13058275
-60,0.464,0.29882812,0.35033325
-50,0.805,0.7167969,0.603906
-40,1.072,1.0761719,0.76699325
-30,1.188,1.2695312,0.82058175
-20,1.169,1.3388672,0.7847515
-10,1.103,1.3398438,0.7285275
0,1.065,1.3271484,0.700541
10,1.103,1.3398438,0.7285275
20,1.169,1.3388672,0.784626
30,1.188,1.2695312,0.82058175
40,1.072,1.0761719,0.767056
50,0.805,0.7167969,0.60396875
60,0.464,0.29882812,0.35020775
70,0.186,0.061523438,0.13052
80,0.032,0.006835938,0.02164875
90,0,0.008789063,0.000251
100,0.07,0,0.033383
110,0.227,0.041992188,0.1306455
120,0.477,0.265625,0.32159375
130,0.796,0.6660156,0.57184075
140,1.091,1.0703125,0.79523075
150,1.228,1.3017578,0.876743
160,1.217,1.3730469,0.8362065
170,1.156,1.3964844,0.78820275
180,1.072,1.3349609,0.7081965
-170,0.209,0.34228516,0.23343
-160,0.74,0.8671875,0.714848
-150,1.562,1.7680664,1.5264565
-140,2.59,2.8891602,2.553423
-130,3.717,4.1123047,3.6860605
-120,4.808,5.3686523,4.770757
-110,5.749,6.6401367,5.71746625
-100,6.506,7.8867188,6.4917385
-90,6.822,9.95459,6.46757975
-80,6.681,9.609863,6.323192
-70,6.427,8.954102,6.091017
-60,6.161,8.310547,5.83568725
-50,5.812,7.5722656,5.4947665
-40,5.417,6.8085938,5.086766
-30,5.132,6.2109375,4.77709475
-20,5.341,5.790039,4.5929235
-10,5.794,4.956543,4.3715415
0,5.794,5.2695312,4.48844475
10,5.794,4.9560547,4.3715415
20,5.341,5.790039,4.5929235
30,5.132,6.211426,4.777032
40,5.417,6.8085938,5.086766
50,5.812,7.569824,5.4947665
60,6.161,8.312012,5.83568725
70,6.427,8.954102,6.091017
80,6.681,9.610352,6.323192
90,6.822,9.95459,6.46757975
100,6.506,7.887207,6.4917385
110,5.749,6.640625,5.71746625
120,4.808,5.3686523,4.770757
130,3.717,4.1123047,3.6860605
140,2.59,2.8891602,2.553423
150,1.562,1.7680664,1.5264565
160,0.74,0.8671875,0.71478525
170,0.209,0.34228516,0.23343
180,0,0,0
-170,0.107,0.2631836,0.07448425
-160,1.148,1.4082031,1.0304805
-150,2.889,3.1733398,2.6024935
-140,5.12,5.321289,4.61808625
-130,7.509,7.533203,6.7962015
-120,9.721,9.284668,8.85772725
-110,11.55,10.284668,10.58969
-100,12.808,10.575684,11.815323
-90,13.448,10.406738,12.422492
-80,13.546,10.253418,12.49647425
-70,13.479,10.018555,12.39594875
-60,12.183,9.402832,11.15073775
-50,10.918,9.124512,9.95246375
-40,9.707,8.608887,8.808343
-30,8.715,7.9243164,7.861822
-20,8.015,7.262207,7.1897695
-10,7.616,6.8183594,6.8112615
0,7.475,6.7041016,6.66925825
10,7.616,6.821289,6.811889
20,8.013,7.26416,7.18983225
30,8.713,7.921875,7.86113175
40,9.709,8.615234,8.8092215
50,10.92,9.127441,9.95346775
60,12.183,9.404785,11.151428
70,13.477,10.01416,12.394631
80,13.546,10.255859,12.496788
90,13.448,10.40332,12.4223665
100,12.808,10.57959,11.815072
110,11.548,10.282227,10.58887425
120,9.721,9.283203,8.85722525
130,7.507,7.5336914,6.7962015
140,5.122,5.3242188,4.61959225
150,2.889,3.1743164,2.60356025
160,1.144,1.4008789,1.028347
170,0.107,0.2602539,0.07385675
180,0,0,0
-170,0.737,0.5097656,0.7536275
-160,0.225,0.16503906,0.25420025
-150,0.002,0.004882813,0.00269825
-140,0.205,0.1015625,0.11050275
-130,0.765,0.45898438,0.59738
-120,1.642,0.9189453,1.31040825
-110,2.594,1.5859375,2.07608375
-100,3.327,2.2753906,2.66154125
-90,3.644,2.727539,2.89785775
-80,3.496,2.8388672,2.80661925
-70,3.033,2.7148438,2.48985725
-60,2.527,2.4941406,2.15113275
-50,2.245,2.4326172,2.0146515
-40,2.395,2.6660156,2.241681
-30,2.999,3.2509766,2.91003125
-20,4.039,4.024414,3.92871475
-10,5.255,4.7734375,5.072961
0,5.796,4.4628906,5.3346285
10,5.253,4.7734375,5.072961
20,4.035,4.0195312,3.92557725
30,2.995,3.2558594,2.90978025
40,2.395,2.671875,2.24149275
50,2.243,2.4335938,2.012769
60,2.527,2.493164,2.15075625
70,3.035,2.7226562,2.49148875
80,3.494,2.836914,2.805678
90,3.642,2.7314453,2.8981715
100,3.327,2.2792969,2.66317275
110,2.594,1.5791016,2.076774
120,1.642,0.9140625,1.3110985
130,0.765,0.45898438,0.59487
140,0.205,0.10644531,0.11200875
150,0,0,0
160,0.225,0.16699219,0.25595725
170,0.739,0.5058594,0.75343925
180,0.821,0.2939453,0.70750625
-170,0.158,0.1875,0.138552
-160,0.23,0.2763672,0.16496975
-150,0.497,0.5654297,0.38283775
-140,0.97,1.03125,0.8158755
-130,1.633,1.6591797,1.45159575
-120,2.432,2.350586,2.23069975
-110,3.383,3.0029297,3.02235375
-100,4.163,3.4863281,3.63015025
-90,4.482,3.6171875,3.86031725
-80,4.189,3.5097656,3.64759475
-70,3.454,3.038086,3.07242825
-60,2.519,2.3857422,2.310204
-50,1.71,1.7167969,1.537877
-40,1.018,1.0771484,0.87166025
-30,0.513,0.5830078,0.4004705
-20,0.233,0.2861328,0.16572275
-10,0.205,0.25683594,0.18605375
0,0,0,0
10,0.205,0.25683594,0.185991
20,0.233,0.28515625,0.16572275
30,0.513,0.5830078,0.4004705
40,1.018,1.0751953,0.8718485
50,1.71,1.7167969,1.537877
60,2.519,2.3857422,2.310204
70,3.454,3.038086,3.0723655
80,4.189,3.5097656,3.647783
90,4.482,3.6171875,3.86031725
100,4.163,3.4873047,3.63015025
110,3.383,3.0029297,3.02235375
120,2.432,2.350586,2.23082525
130,1.633,1.6591797,1.45159575
140,0.97,1.0332031,0.816001
150,0.497,0.5654297,0.383026
160,0.23,0.27929688,0.164907
170,0.158,0.1875,0.138552
180,0.244,0.27246094,0.2546395
-170,2.818,2.3642578,2.6592195
-160,2.922,2.5146484,2.73583725
-150,3.186,2.819336,2.96713375
-140,3.634,3.2773438,3.38856275
-130,4.317,3.8544922,4.0093485
-120,5.232,4.4453125,4.76398
-110,6.194,4.9804688,5.5547555
-100,6.997,5.3671875,6.192672
-90,7.33,5.4541016,6.4611165
-80,6.922,5.3779297,6.20465725
-70,5.93,4.9052734,5.44575875
-60,4.672,4.029297,4.36658425
-50,3.381,3.022461,3.21185875
-40,2.215,2.0351562,2.1343785
-30,1.28,1.1777344,1.22895875
-20,0.59,0.54296875,0.56104775
-10,0.161,0.13671875,0.14727425
0,0,0,0
10,0.161,0.13476562,0.14727425
20,0.59,0.5439453,0.56104775
30,1.28,1.1777344,1.22895875
40,2.215,2.0351562,2.13431575
50,3.381,3.0234375,3.211796
60,4.672,4.029297,4.36658425
70,5.93,4.9052734,5.44575875
80,6.922,5.3779297,6.20472
90,7.33,5.4541016,6.4611165
100,6.997,5.368164,6.192672
110,6.194,4.9804688,5.55469275
120,5.232,4.4453125,4.76398
130,4.317,3.8544922,4.00928575
140,3.634,3.2783203,3.38856275
150,3.186,2.819336,2.96713375
160,2.922,2.515625,2.73583725
170,2.818,2.3720703,2.66003525
180,2.736,2.2451172,2.5854255
-170,0.425,0.5332031,0.502753
-160,0.087,0.16015625,0.14263075
-150,0.013,0.015625,0.016064
-140,0.245,0.119140625,0.16446775
-130,0.782,0.5214844,0.58690075
-120,1.548,1.1083984,1.1994035
-110,2.438,1.703125,1.8796135
-100,3.158,2.116211,2.4250365
-90,3.443,2.2236328,2.63267625
-80,3.162,2.1367188,2.42246375
-70,2.439,1.7421875,1.89260275
-60,1.567,1.1435547,1.2310295
-50,0.789,0.54589844,0.603906
-40,0.244,0.13085938,0.16685225
-30,0,0,0
-20,0.128,0.21386719,0.1836065
-10,0.48,0.63183594,0.5769235
0,0.884,1.0107422,0.94018325
10,0.48,0.6308594,0.57673525
20,0.128,0.21386719,0.1836065
30,0,0,0
40,0.244,0.13085938,0.166915
50,0.789,0.5449219,0.603906
60,1.567,1.1435547,1.2310295
70,2.441,1.7421875,1.89260275
80,3.162,2.1357422,2.42233825
90,3.443,2.2246094,2.63267625
100,3.158,2.116211,2.4250365
110,2.438,1.7021484,1.87955075
120,1.548,1.1083984,1.1994035
130,0.782,0.5234375,0.58690075
140,0.245,0.12207031,0.1645305
150,0.013,0.014648438,0.016064
160,0.087,0.16015625,0.14263075
170,0.425,0.53222656,0.502753
180,0.849,0.8671875,0.81493425
-170,2.288,1.5634766,1.83374325
-160,1.81,1.246582,1.42386025
-150,1.203,0.8432617,0.91571075
-140,0.63,0.4326172,0.44935275
-130,0.204,0.11669922,0.12368025
-120,0,0,0
-110,0.075,0.13623047,0.092368
-100,0.357,0.5083008,0.3884225
-90,0.8,1.034668,0.840599
-80,1.323,1.5244141,1.366946
-70,1.861,1.8266602,1.833304
-60,2.241,1.9111328,2.10996875
-50,2.312,1.8095703,2.10331725
-40,1.999,1.5288086,1.7759505
-30,1.397,1.1225586,1.230653
-20,0.781,0.6713867,0.657369
-10,0.387,0.34228516,0.2325515
0,0.244,0.21972656,0.07686875
10,0.387,0.3413086,0.23211225
20,0.781,0.67285156,0.6564905
30,1.397,1.1235352,1.23109225
40,1.999,1.5268555,1.775323
50,2.314,1.8071289,2.103631
60,2.243,1.9121094,2.111412
70,1.861,1.8256836,1.83374325
80,1.323,1.5229492,1.3663185
90,0.8,1.0332031,0.8402225
100,0.357,0.51123047,0.39011675
110,0.075,0.1381836,0.091866
120,0.002,0,0.00169425
130,0.206,0.11767578,0.12468425
140,0.63,0.4350586,0.44929
150,1.203,0.84277344,0.91495775
160,1.812,1.2495117,1.42561725
170,2.286,1.5629883,1.832802
180,2.473,1.6875,1.99513625
